fact_id,jtbd_id,student_id,domain,name,value,unit,effective_date,confidence,source_ref,provenance_note,created_ts
F-jtbd-w035-init-updates-spons,JTBD-W035-INIT-UPDATES,huda-2025,sponsorship,sponsor_prospect_count,1,lead,2024-02-26,low,W035 Transcript,,2025-09-30T02:13:26.022762+00:00
F-jtbd-exec-part1-b6-new-items,JTBD-EXEC-PART1-B6,huda-2025,actions,new_items_added,9,tasks,2023-08-02..2024-08-30,low,Execution Doc Part 1 (slice B6),,2025-09-30T02:13:28.348344+00:00
F-jtbd-exec-part1-b6-demo-ever,JTBD-EXEC-PART1-B6,huda-2025,cadence,demo_every,14,days,2023-08-02..2024-08-30,medium,Execution Doc Part 1 (slice B6),,2025-09-30T02:13:28.348355+00:00
F-jtbd-exec-part2-b6-carried-o,JTBD-EXEC-PART2-B6,huda-2025,actions,carried_over,3,tasks,2024-07-25..2025-01-02,low,Execution Doc Part 2 (slice B6),,2025-09-30T02:13:30.681934+00:00
F-jtbd-imsg-part1-b6-templates,JTBD-IMSG-PART1-B6,huda-2025,templates,templates_shared,2,templates,2023-06-30..2024-03-01,low,iMessage Part 1 (slice B6),,2025-09-30T02:13:33.099315+00:00
F-jtbd-imsg-part2-b6-recommend,JTBD-IMSG-PART2-B6,huda-2025,lor,recommender_delay,teacher late,,2024-03-01..2024-03-10,medium,iMessage Part 2 (slice B6),,2025-09-30T02:13:35.574569+00:00
F-jtbd-imsg-part2-b6-alt-submi,JTBD-IMSG-PART2-B6,huda-2025,escalation,alt_submission_channel,program admin email,,2024-03-01..2024-03-10,medium,iMessage Part 2 (slice B6),,2025-09-30T02:13:35.574581+00:00
F-jtbd-w036-teacher-crisis-tea,JTBD-W036-TEACHER-CRISIS,huda-2025,signal,teacher_conflict_cases,2,,2024-03-02,medium,W036 Transcript,,2025-09-30T02:33:24.375438+00:00
F-jtbd-w036-teacher-crisis-rep,JTBD-W036-TEACHER-CRISIS,huda-2025,process,repair_window_days,14,days,2024-03-02,medium,W036 Transcript,,2025-09-30T02:33:24.375451+00:00
F-jtbd-w036-teacher-crisis-wee,JTBD-W036-TEACHER-CRISIS,huda-2025,commit,weekly_checkins_per_teacher,1,/week,2024-03-02,high,W036 Transcript,,2025-09-30T02:33:24.375463+00:00
F-jtbd-w037-relations-reagan-r,JTBD-W037-RELATIONS-REAGAN,huda-2025,award,reagan_award_deadline,2024-04-01,,2024-03-05,medium,W037 Transcript,,2025-09-30T02:33:26.763376+00:00
F-jtbd-w037-relations-reagan-w,JTBD-W037-RELATIONS-REAGAN,huda-2025,process,weekly_teacher_touch,2,/week,2024-03-05,high,W037 Transcript,,2025-09-30T02:33:26.763395+00:00
F-jtbd-w037-relations-reagan-s,JTBD-W037-RELATIONS-REAGAN,huda-2025,evidence,service_hours_to_show,8,hrs,2024-03-05,low,W037 Transcript,,2025-09-30T02:33:26.763412+00:00
F-jtbd-w038-essay-sprint-scene,JTBD-W038-ESSAY-SPRINT,huda-2025,process,scenes_required,6,bank,2024-03-10,high,W038 Transcript,,2025-09-30T02:33:29.080445+00:00
F-jtbd-w038-essay-sprint-essay,JTBD-W038-ESSAY-SPRINT,huda-2025,cadence,essay_sprint_duration,10,days,2024-03-10,medium,W038 Transcript,,2025-09-30T02:33:29.080508+00:00
F-jtbd-w039-commonapp-planning,JTBD-W039-COMMONAPP-PLANNING,huda-2025,slots,activity_slots,10,max,2024-03-20,high,W039 Transcript,,2025-09-30T02:33:31.486410+00:00
F-jtbd-w039-commonapp-planning,JTBD-W039-COMMONAPP-PLANNING,huda-2025,slots,honors_slots,5,max,2024-03-20,high,W039 Transcript,,2025-09-30T02:33:31.486422+00:00
F-jtbd-w040-springbreak-pipeli,JTBD-W040-SPRINGBREAK-PIPELINE,huda-2025,awards,awards_target_count,3,programs,2024-03-15,medium,W040 Transcript,,2025-09-30T02:33:33.869960+00:00
F-jtbd-w040-springbreak-pipeli,JTBD-W040-SPRINGBREAK-PIPELINE,huda-2025,cadence,artifact_ship_cadence,7,days,2024-03-15,high,W040 Transcript,,2025-09-30T02:33:33.869983+00:00
F-jtbd-exec-part1-b7-open-item,JTBD-EXEC-PART1-B7,huda-2025,actions,open_items,12,items,2023-08-02..2025-01-02,medium,Execution Doc Part 1 & 2 (slice B7),,2025-09-30T02:33:36.156854+00:00
F-jtbd-exec-part1-b7-owner-hud,JTBD-EXEC-PART1-B7,huda-2025,owner,owner_huda,9,items,2023-08-02..2025-01-02,high,Execution Doc Part 1 & 2 (slice B7),,2025-09-30T02:33:36.156866+00:00
F-jtbd-exec-part1-b7-owner-jen,JTBD-EXEC-PART1-B7,huda-2025,owner,owner_jenny,3,items,2023-08-02..2025-01-02,medium,Execution Doc Part 1 & 2 (slice B7),,2025-09-30T02:33:36.156878+00:00
F-jtbd-imsg-part1-3-b7-templat,JTBD-IMSG-PART1-3-B7,huda-2025,micro,templates_shared,4,msgs,2023-06-30..2025-01-02,medium,iMessage Parts 1–3 (slice B7),,2025-09-30T02:33:38.520937+00:00
F-jtbd-imsg-part1-3-b7-meeting,JTBD-IMSG-PART1-3-B7,huda-2025,momentum,meetings_booked,2,events,2023-06-30..2025-01-02,low,iMessage Parts 1–3 (slice B7),,2025-09-30T02:33:38.520958+00:00
F-jtbd-w041-cameron-synthoria-,JTBD-W041-CAMERON-SYNTHORIA,huda-2025,milestone,essay_packages_planned,2,,2024-04-05,medium,W041 Transcript,2 distinct prompts suggested,2025-09-30T03:55:35.992280+00:00
F-jtbd-w041-cameron-synthoria-,JTBD-W041-CAMERON-SYNTHORIA,huda-2025,distribution,synthoria_active_channels,2,channels,2024-04-05,medium,W041 Transcript,Likely YT + Spotify (filename inference),2025-09-30T03:55:35.992294+00:00
F-jtbd-w042-jcamp-leverage-jca,JTBD-W042-JCAMP-LEVERAGE,huda-2025,award,jcamp_status,accepted,,2024-04-11,high,W042 Transcript,Filename indicates acceptance celebration,2025-09-30T03:55:38.579431+00:00
F-jtbd-w042-jcamp-leverage-men,JTBD-W042-JCAMP-LEVERAGE,huda-2025,pipeline,mentor_outreach_targets,3,people,2024-04-11,medium,W042 Transcript,Proposed target count,2025-09-30T03:55:38.579445+00:00
F-jtbd-w043-breakthru-toolkit-,JTBD-W043-BREAKTHRU-TOOLKIT,huda-2025,project,prototype_scope,MVP,,2024-04-14,medium,W043 Transcript,Filename suggests toolkit distribution plan,2025-09-30T03:55:41.429045+00:00
F-jtbd-w043-breakthru-toolkit-,JTBD-W043-BREAKTHRU-TOOLKIT,huda-2025,distribution,early_user_target,5,users,2024-04-14,low,W043 Transcript,Initial beta target,2025-09-30T03:55:41.429075+00:00
F-jtbd-w044-sat-victory-sat-st,JTBD-W044-SAT-VICTORY,huda-2025,testing,sat_status,victory,,2024-04-17,medium,W044 Transcript,Filename indicates celebration,2025-09-30T03:55:44.291466+00:00
F-jtbd-w044-sat-victory-hours-,JTBD-W044-SAT-VICTORY,huda-2025,capacity,hours_reallocated,6,hrs/week,2024-04-17,low,W044 Transcript,Proposed post‑SAT reallocation,2025-09-30T03:55:44.291480+00:00
F-jtbd-w045-summer-arch-10spot,JTBD-W045-SUMMER-ARCH-10SPOT,huda-2025,capacity,summer_weeks,10,weeks,2024-05-14,low,W045 Transcript,Assumed planning horizon,2025-09-30T03:55:46.532941+00:00
F-jtbd-w045-summer-arch-10spot,JTBD-W045-SUMMER-ARCH-10SPOT,huda-2025,pipeline,target_opportunities,10,spots,2024-05-14,medium,W045 Transcript,From filename ‘10Spot’,2025-09-30T03:55:46.532960+00:00
F-jtbd-exec-part1-b8-items-upd,JTBD-EXEC-PART1-B8,huda-2025,actions,items_updated,12,items,2024-05-01,low,Execution Doc Part 1 (slice B8),Batch estimate for the window,2025-09-30T03:55:48.984663+00:00
F-jtbd-exec-part1-b8-weekly-de,JTBD-EXEC-PART1-B8,huda-2025,cadence,weekly_demos,Friday,day,2024-04-12,medium,Execution Doc Part 1 (slice B8),Set in W045 planning,2025-09-30T03:55:48.984675+00:00
F-jtbd-imsg-part-b8-micro-touc,JTBD-IMSG-PART-B8,huda-2025,communications,micro_touches,8,messages,2024-05-31,low,iMessage (slices near Apr–May ’24),Batch estimate,2025-09-30T03:55:51.450800+00:00
F-jtbd-w046-g4c-pr-g4c-status,JTBD-W046-G4C-PR,huda-2025,award,G4C_status,Finalist,,2024-05-03,high,W046 Transcript,,2025-09-30T05:03:42.725882+00:00
F-jtbd-w046-g4c-pr-demo-clip-n,JTBD-W046-G4C-PR,huda-2025,portfolio,demo_clip_needed,True,,2024-05-03,medium,W046 Transcript,,2025-09-30T05:03:42.725896+00:00
F-jtbd-w046-g4c-pr-press-targe,JTBD-W046-G4C-PR,huda-2025,media,press_targets,"[""school site"", ""local paper"", ""program blog""]",,2024-05-03,medium,W046 Transcript,,2025-09-30T05:03:42.725908+00:00
F-jtbd-w047-kickoff-primary-ma,JTBD-W047-KICKOFF,huda-2025,major,primary_major,Computational Media / HCI,,2024-06-02,medium,W047 Transcript,,2025-09-30T05:03:45.771148+00:00
F-jtbd-w047-kickoff-tiers-defi,JTBD-W047-KICKOFF,huda-2025,list,tiers_defined,"[""reach"", ""fit"", ""safety""]",,2024-06-02,high,W047 Transcript,,2025-09-30T05:03:45.771166+00:00
F-jtbd-w047-kickoff-evidence-p,JTBD-W047-KICKOFF,huda-2025,process,evidence_per_school_required,True,,2024-06-02,high,W047 Transcript,,2025-09-30T05:03:45.771183+00:00
F-jtbd-w048-mkt-scale-weekly-p,JTBD-W048-MKT-SCALE,huda-2025,cadence,weekly_posts,2,per_week,2024-06-06,medium,W048 Transcript,,2025-09-30T05:03:48.561726+00:00
F-jtbd-w048-mkt-scale-roles,JTBD-W048-MKT-SCALE,huda-2025,team,roles,"[""editor"", ""clips"", ""outreach""]",,2024-06-06,medium,W048 Transcript,,2025-09-30T05:03:48.561739+00:00
F-jtbd-w048-mkt-scale-metrics,JTBD-W048-MKT-SCALE,huda-2025,ops,metrics,"[""views"", ""responses"", ""bookings""]",,2024-06-06,medium,W048 Transcript,,2025-09-30T05:03:48.561749+00:00
F-jtbd-w049-uc-major-map-mappe,JTBD-W049-UC-MAJOR-MAP,huda-2025,UC,mapped_majors,"[""Cognitive Science"", ""Data Science"", ""Design Media Arts""]",,2024-06-08,medium,W049 Transcript,,2025-09-30T05:03:51.306320+00:00
F-jtbd-w049-uc-major-map-short,JTBD-W049-UC-MAJOR-MAP,huda-2025,scholarships,shortlist_count,8,programs,2024-06-08,low,W049 Transcript,,2025-09-30T05:03:51.306332+00:00
F-jtbd-w050-usc-pivot-program-,JTBD-W050-USC-PIVOT,huda-2025,visit,program_fit_notes,"[""IYA"", ""CS+Design""]",,2024-06-12,low,W050 Transcript,,2025-09-30T05:03:54.166636+00:00
F-jtbd-w050-usc-pivot-angle,JTBD-W050-USC-PIVOT,huda-2025,story,angle,AI for storytelling access,,2024-06-12,medium,W050 Transcript,,2025-09-30T05:03:54.166647+00:00
F-jtbd-exec-part2-b9-open-acti,JTBD-EXEC-PART2-B9,huda-2025,ops,open_actions_added,12,items,2024-06-13,low,Execution Doc Part 2 (slice B9),,2025-09-30T05:03:56.683885+00:00
F-jtbd-exec-part2-b9-owners-as,JTBD-EXEC-PART2-B9,huda-2025,ops,owners_assigned,True,,2024-06-13,medium,Execution Doc Part 2 (slice B9),,2025-09-30T05:03:56.683904+00:00
F-jtbd-imsg-part1-3-b9-templat,JTBD-IMSG-PART1-3-B9,huda-2025,outreach,template_variant_count,3,templates,2024-06-10,low,iMessage Parts 1–3 (slice B9),,2025-09-30T05:03:59.389415+00:00
F-jtbd-w051-rec-strat-targets-,JTBD-W051-REC-STRAT,huda-2025,recs,targets_count,3,,2024-06-14,medium,W051 Transcript,Top teachers identified; roles & proof items mapped.,2025-09-30T05:22:13.503147+00:00
F-jtbd-w051-rec-strat-brag-she,JTBD-W051-REC-STRAT,huda-2025,recs,brag_sheet_status,draft_v1,,2024-06-14,medium,W051 Transcript,Bulletized impact aligned to each recommender.,2025-09-30T05:22:13.503162+00:00
F-jtbd-w052-timeline-arch-work,JTBD-W052-TIMELINE-ARCH,huda-2025,apps,workstreams,"[""Essays"", ""Recs"", ""Awards"", ""EC Proofs"", ""Admin""]",list,2024-06-18,medium,W052 Transcript,Defined lanes & owners.,2025-09-30T05:22:18.122813+00:00
F-jtbd-w052-timeline-arch-dead,JTBD-W052-TIMELINE-ARCH,huda-2025,apps,deadline_cadence,weekly_checkpoints,,2024-06-18,medium,W052 Transcript,Friday checkpoint + Sunday buffer.,2025-09-30T05:22:18.122826+00:00
F-jtbd-w053-awards-crisis-pipe,JTBD-W053-AWARDS-CRISIS,huda-2025,awards,pipeline_status,triaged,,2024-06-21,medium,W053 Transcript,Near‑term apps prioritized; low ROI items paused.,2025-09-30T05:22:20.678610+00:00
F-jtbd-w053-awards-crisis-gov-,JTBD-W053-AWARDS-CRISIS,huda-2025,internship,gov_internship_role,research + community outreach,,2024-06-21,low,W053 Transcript,Map outputs to portfolio posts.,2025-09-30T05:22:20.678624+00:00
F-jtbd-w054-teenvogue-pitch-em,JTBD-W054-TEENVOGUE-PITCH,huda-2025,hackathon,empower_hacks_date,2024-07-21,,2024-06-24,low,W054 Transcript,Tentative date discussed.,2025-09-30T05:22:23.144799+00:00
F-jtbd-w054-teenvogue-pitch-ti,JTBD-W054-TEENVOGUE-PITCH,huda-2025,social,tiktok_video_views_top,10600,views,2024-06-24,low,W054 Transcript,Best‑performing clip during session window.,2025-09-30T05:22:23.144822+00:00
F-jtbd-w054-teenvogue-pitch-ti,JTBD-W054-TEENVOGUE-PITCH,huda-2025,social,tiktok_followers,45,followers,2024-06-24,low,W054 Transcript,Approximate count reported in session.,2025-09-30T05:22:23.144842+00:00
F-jtbd-w055-hack-sponsor-spons,JTBD-W055-HACK-SPONSOR,huda-2025,sponsor,sponsors_secured,"[""Wolfram"", ""XYZ""]",list,2024-06-27,medium,W055 Transcript,Confirmed during session.,2025-09-30T05:22:25.902939+00:00
F-jtbd-w055-hack-sponsor-signu,JTBD-W055-HACK-SPONSOR,huda-2025,hackathon,signups_count_initial,5,people,2024-06-27,low,W055 Transcript,Early signups after soft promo.,2025-09-30T05:22:25.902952+00:00
F-jtbd-exec-b10-w051-lor-recom,JTBD-EXEC-B10-W051-LOR,huda-2025,lor,recommenders_final,"[""Chemistry"", ""English"", ""Counselor""]",,2024-06-14,high,Execution Doc (Part 2 slice),,2025-09-30T05:29:21.566909+00:00
F-jtbd-exec-b10-w051-lor-kit-t,JTBD-EXEC-B10-W051-LOR,huda-2025,lor,kit_template,v2,,2024-06-14,medium,Execution Doc (Part 2 slice),,2025-09-30T05:29:21.566925+00:00
F-jtbd-exec-b10-w051-lor-deadl,JTBD-EXEC-B10-W051-LOR,huda-2025,lor,deadline_internal,2024-07-10,,2024-06-14,medium,Execution Doc (Part 2 slice),,2025-09-30T05:29:21.566936+00:00
F-jtbd-exec-b10-w052-timeline-,JTBD-EXEC-B10-W052-TIMELINE,huda-2025,timeline,swimlanes,"[""CommonApp"", ""UC"", ""USC""]",,2024-06-18,high,Execution Doc (Part 2 slice),,2025-09-30T05:29:21.938836+00:00
F-jtbd-exec-b10-w052-timeline-,JTBD-EXEC-B10-W052-TIMELINE,huda-2025,cadence,ship_small_weeks,2,weeks,2024-06-18,medium,Execution Doc (Part 2 slice),,2025-09-30T05:29:21.938851+00:00
F-jtbd-exec-b10-w053-awards-ti,JTBD-EXEC-B10-W053-AWARDS,huda-2025,awards,tier1,"[""G4C"", ""JCamp"", ""NCWIT Bay""]",,2024-06-21,medium,Execution Doc (Part 2 slice),,2025-09-30T05:29:22.305430+00:00
F-jtbd-exec-b10-w053-awards-pr,JTBD-EXEC-B10-W053-AWARDS,huda-2025,awards,proof_required,public link + artifact clip,,2024-06-21,medium,Execution Doc (Part 2 slice),,2025-09-30T05:29:22.305448+00:00
F-jtbd-exec-b10-w054-pitch-wor,JTBD-EXEC-B10-W054-PITCH,huda-2025,pitch,word_limit,150,words,2024-06-24,medium,Execution Doc (Part 2 slice),,2025-09-30T05:29:22.885469+00:00
F-jtbd-exec-b10-w054-pitch-edi,JTBD-EXEC-B10-W054-PITCH,huda-2025,pitch,editor_targets,5,contacts,2024-06-24,medium,Execution Doc (Part 2 slice),,2025-09-30T05:29:22.885481+00:00
F-jtbd-exec-b10-w055-sponsor-t,JTBD-EXEC-B10-W055-SPONSOR,huda-2025,sponsorship,targets,4,companies,2024-06-27,medium,Execution Doc (Part 2 slice),,2025-09-30T05:29:24.149418+00:00
F-jtbd-exec-b10-w055-sponsor-p,JTBD-EXEC-B10-W055-SPONSOR,huda-2025,travel,pre_london_meetings,2,meetings,2024-06-27,medium,Execution Doc (Part 2 slice),,2025-09-30T05:29:24.149430+00:00
F-jtbd-imsg-b10-micro-template,JTBD-IMSG-B10-MICRO,huda-2025,imsg,templates_sent,3,snippets,2024-06-20,medium,iMessage Parts (B10 slice),,2025-09-30T05:29:26.754646+00:00
F-jtbd-imsg-b10-micro-nudges,JTBD-IMSG-B10-MICRO,huda-2025,imsg,nudges,4,pings,2024-06-25,medium,iMessage Parts (B10 slice),,2025-09-30T05:29:26.754659+00:00
F-jtbd-w060-branding-prelaunch,JTBD-W060-BRANDING-PRELAUNCH,huda-2025,brand,clients_pipeline,3,prospects,2024-07-07,medium,Weekly Planning + Personal Brand Development,pitched at event,2025-09-30T05:58:00.679852+00:00
F-jtbd-w060-branding-prelaunch,JTBD-W060-BRANDING-PRELAUNCH,huda-2025,site,figma_mock_ready,1,mock,2024-07-07,high,Weekly Planning + Personal Brand Development,,2025-09-30T05:58:00.679866+00:00
F-jtbd-w060-branding-prelaunch,JTBD-W060-BRANDING-PRELAUNCH,huda-2025,video,youtube_edit_blocked_by_device,1,issue,2024-07-07,medium,Weekly Planning + Personal Brand Development,laptop hinge broke,2025-09-30T05:58:00.679879+00:00
F-jtbd-exec-part-summer24-b11-,JTBD-EXEC-PART-SUMMER24-B11,huda-2025,actions,items_open,12,items,2024-07-31,medium,Execution Doc (summer ’24 slice),,2025-09-30T05:58:03.338029+00:00
F-jtbd-exec-part-summer24-b11-,JTBD-EXEC-PART-SUMMER24-B11,huda-2025,actions,items_closed,7,items,2024-07-31,medium,Execution Doc (summer ’24 slice),,2025-09-30T05:58:03.338041+00:00
F-jtbd-exec-part-summer24-b11-,JTBD-EXEC-PART-SUMMER24-B11,huda-2025,proof,artifact_rule,proof_over_prose,,2024-07-01,high,Execution Doc (summer ’24 slice),,2025-09-30T05:58:03.338052+00:00
F-jtbd-imsg-summer24-b11-templ,JTBD-IMSG-SUMMER24-B11,huda-2025,messaging,templates_sent,4,snippets,2024-07-31,low,iMessage Part 1–2 (summer ’24 slice),,2025-09-30T05:58:05.906140+00:00
F-jtbd-imsg-summer24-b11-meeti,JTBD-IMSG-SUMMER24-B11,huda-2025,meetings,meetings_booked,2,meetings,2024-07-10,low,iMessage Part 1–2 (summer ’24 slice),,2025-09-30T05:58:05.906154+00:00
F-jtbd-w056-pre-london-target-,JTBD-W056-PRE-LONDON,huda-2025,outreach,target_contacts,8,people,2024-06-29,medium,Pre-London Strategic Outreach & Platform Distribution,Targets listed during session,2025-09-30T06:00:50.577832+00:00
F-jtbd-w056-pre-london-planned,JTBD-W056-PRE-LONDON,huda-2025,content,planned_drops,3,assets,2024-06-29,medium,Pre-London Strategic Outreach & Platform Distribution,Shortlist of posts/clips,2025-09-30T06:00:50.577848+00:00
F-jtbd-w057-essay-system-targe,JTBD-W057-ESSAY-SYSTEM,huda-2025,essay,target_wordcount,650,words,2024-07-24,high,Essay Work Session,Common App cap,2025-09-30T06:00:53.075184+00:00
F-jtbd-w057-essay-system-scene,JTBD-W057-ESSAY-SYSTEM,huda-2025,essay,scene_cards_created,5,cards,2024-07-24,medium,Essay Work Session,Cards drafted during call,2025-09-30T06:00:53.075196+00:00
F-jtbd-w058-senior-strat-recom,JTBD-W058-SENIOR-STRAT,huda-2025,recs,recommenders_committed,2,teachers,2024-07-27,medium,Senior Strategy + Essay Pivot,,2025-09-30T06:00:55.623428+00:00
F-jtbd-w058-senior-strat-focus,JTBD-W058-SENIOR-STRAT,huda-2025,ec,focus_streams,2,tracks,2024-07-27,high,Senior Strategy + Essay Pivot,flagship + supporting,2025-09-30T06:00:55.623444+00:00
F-jtbd-w059-gaming-identity-es,JTBD-W059-GAMING-IDENTITY-ESSAY,huda-2025,essay,current_wordcount,545,words,2024-07-31,high,Common App Essay—From Gaming Guilt to Pride,stated in call,2025-09-30T06:00:58.091785+00:00
F-jtbd-w059-gaming-identity-es,JTBD-W059-GAMING-IDENTITY-ESSAY,huda-2025,craft,scene_cards_needed,2,cards,2024-07-31,medium,Common App Essay—From Gaming Guilt to Pride,strengthen second half,2025-09-30T06:00:58.091799+00:00
F-jtbd-w061-empowher-empowher-,JTBD-W061-EMPOWHER,huda-2025,award,empowher_hacks_status,winner,,2024-07-15,high,W061 Transcript,,2025-09-30T06:32:11.267934+00:00
F-jtbd-w061-empowher-post-lond,JTBD-W061-EMPOWHER,huda-2025,network,post_london_contacts,seeded,,2024-07-15,medium,W061 Transcript,,2025-09-30T06:32:11.267949+00:00
F-jtbd-w062-jcamp-id-voice-key,JTBD-W062-JCAMP-ID,huda-2025,narrative,voice_keywords,"[""service-driven"", ""builder-reporter"", ""AI+journalism""]",,2024-08-21,medium,W062 Transcript,,2025-09-30T06:32:13.874433+00:00
F-jtbd-w063-recs-essay-stem-re,JTBD-W063-RECS-ESSAY,huda-2025,recommenders,stem_rec_intent,CS teacher,,2024-08-23,medium,W063 Transcript,,2025-09-30T06:32:16.394359+00:00
F-jtbd-w063-recs-essay-hum-rec,JTBD-W063-RECS-ESSAY,huda-2025,recommenders,hum_rec_intent,English teacher,,2024-08-23,medium,W063 Transcript,,2025-09-30T06:32:16.394379+00:00
F-jtbd-w065-ed-pivot-early-app,JTBD-W065-ED-PIVOT,huda-2025,college_strategy,early_apps_set,"[""Stanford REA"", ""USC EA""]",,2024-09-02,high,W065 Transcript,,2025-09-30T06:32:18.800348+00:00
F-jtbd-w065-ed-pivot-disney-dr,JTBD-W065-ED-PIVOT,huda-2025,programs,disney_dreamers_status,brainstorm_started,,2024-09-02,medium,W065 Transcript,,2025-09-30T06:32:18.800363+00:00
F-jtbd-w065-ed-pivot-questbrid,JTBD-W065-ED-PIVOT,huda-2025,financial_aid,questbridge_decision,skip_normal_route,,2024-09-02,medium,W065 Transcript,,2025-09-30T06:32:18.800374+00:00
F-jtbd-w066-peachfuzz-grade-co,JTBD-W066-PEACHFUZZ,huda-2025,school,grade_corrections_in_flight,True,,2024-09-09,high,W066 Transcript,,2025-09-30T06:32:21.515711+00:00
F-jtbd-w066-peachfuzz-weighted,JTBD-W066-PEACHFUZZ,huda-2025,gpa,weighted_after_fixes_est,~4.46,,2024-09-09,medium,W066 Transcript,,2025-09-30T06:32:21.515726+00:00
F-jtbd-w066-peachfuzz-unweight,JTBD-W066-PEACHFUZZ,huda-2025,gpa,unweighted_after_fixes_est,~3.95,,2024-09-09,medium,W066 Transcript,,2025-09-30T06:32:21.515736+00:00
F-jtbd-w066-peachfuzz-tutoring,JTBD-W066-PEACHFUZZ,huda-2025,activities,tutoring_roles,"[""ELD classroom tutor"", ""AP Lang tutor""]",,2024-09-09,high,W066 Transcript,,2025-09-30T06:32:21.515745+00:00
F-jtbd-w066-peachfuzz-selected,JTBD-W066-PEACHFUZZ,huda-2025,recommenders,selected,"[""English"", ""CS""]",,2024-09-09,high,W066 Transcript,,2025-09-30T06:32:21.515754+00:00
F-jtbd-exec-b12-demo-frequency,JTBD-EXEC-B12,huda-2025,cadence,demo_frequency,every_1-2_weeks,,2024-07-20,medium,Execution Docs (Parts 1–2 slices),,2025-09-30T06:32:26.096067+00:00
F-jtbd-exec-b12-action-registe,JTBD-EXEC-B12,huda-2025,ops,action_register_items_added,12,,2024-08-10,low,Execution Docs (Parts 1–2 slices),,2025-09-30T06:32:26.096080+00:00
F-jtbd-imsg-b12-templates-shar,JTBD-IMSG-B12,huda-2025,ops,templates_shared,"[""advisor_outreach"", ""thank_you_followup"", ""demo_caption""]",,2024-08-05,low,iMessage (Parts 1–2 slices),,2025-09-30T06:32:28.676274+00:00
F-jtbd-w072-stanford-refine-wo,JTBD-W072-STANFORD-REFINE,huda-2025,constraints,word_limit,650,words,2024-10-06,high,W072 Transcript,PS + Stanford supplements drafting window,2025-09-30T07:33:54.404146+00:00
F-jtbd-w072-stanford-refine-co,JTBD-W072-STANFORD-REFINE,huda-2025,theme,core_motif,scene-first service-oriented building,,2024-10-06,medium,W072 Transcript,,2025-09-30T07:33:54.404161+00:00
F-jtbd-w073-ca-final-sections,JTBD-W073-CA-FINAL,huda-2025,structure,sections,4,blocks,2024-10-07,high,W073 Transcript,,2025-09-30T07:33:57.616343+00:00
F-jtbd-w073-ca-final-passive-v,JTBD-W073-CA-FINAL,huda-2025,quality,passive_voice_occurrences,2,count,2024-10-07,medium,W073 Transcript,,2025-09-30T07:33:57.616364+00:00
F-jtbd-w074-unc-refine-evidenc,JTBD-W074-UNC-REFINE,huda-2025,portfolio,evidence_links_needed,3,items,2024-10-09,medium,W074 Transcript,,2025-09-30T07:34:01.386474+00:00
F-jtbd-w075-ca-final-parent-ai,JTBD-W075-CA-FINAL-PARENT-AI,huda-2025,theme,representation_moment,Assassin’s Creed bazaar figure → realization,,2024-10-12,high,W075 Transcript,Added as a concrete scene,2025-09-30T07:34:05.457931+00:00
F-jtbd-w075-ca-final-parent-ai,JTBD-W075-CA-FINAL-PARENT-AI,huda-2025,policy,scene_per_claim_rule,on,,2024-10-12,high,W075 Transcript,,2025-09-30T07:34:05.457945+00:00
F-jtbd-w077-usc-shorts-short-a,JTBD-W077-USC-SHORTS,huda-2025,constraints,short_answer_char_limit,100,chars,2024-10-15,high,W077 Transcript,,2025-09-30T07:34:08.855883+00:00
F-jtbd-exec-part2-b14-open-ite,JTBD-EXEC-PART2-B14,huda-2025,actions,open_items_start,18,count,2024-10-06,medium,Execution Doc Part 2 (slice B14),,2025-09-30T07:34:12.838880+00:00
F-jtbd-exec-part2-b14-open-ite,JTBD-EXEC-PART2-B14,huda-2025,actions,open_items_end,9,count,2024-10-15,medium,Execution Doc Part 2 (slice B14),,2025-09-30T07:34:12.838894+00:00
F-jtbd-exec-part2-b14-evidence,JTBD-EXEC-PART2-B14,huda-2025,checklist,evidence_links_missing,5,items,2024-10-06,medium,Execution Doc Part 2 (slice B14),,2025-09-30T07:34:12.838905+00:00
F-jtbd-exec-part2-b14-evidence,JTBD-EXEC-PART2-B14,huda-2025,checklist,evidence_links_completed,4,items,2024-10-15,medium,Execution Doc Part 2 (slice B14),,2025-09-30T07:34:12.838914+00:00
F-jtbd-exec-part2-b14-short-an,JTBD-EXEC-PART2-B14,huda-2025,content_bank,short_answer_bank_size,12,snippets,2024-10-15,high,Execution Doc Part 2 (slice B14),,2025-09-30T07:34:12.838924+00:00
F-jtbd-imsg-part2-b14-template,JTBD-IMSG-PART2-B14,huda-2025,support,templates_used,4,messages,2024-10-15,medium,iMessage Part 2 (slice B14),,2025-09-30T07:34:16.118211+00:00
F-jtbd-imsg-part2-b14-nudges-s,JTBD-IMSG-PART2-B14,huda-2025,support,nudges_sent,7,messages,2024-10-15,medium,iMessage Part 2 (slice B14),,2025-09-30T07:34:16.118224+00:00
F-jtbd-imsg-part2-b14-recommen,JTBD-IMSG-PART2-B14,huda-2025,meetings,recommender_meetings_booked,1,booking,2024-10-10,medium,iMessage Part 2 (slice B14),,2025-09-30T07:34:16.118234+00:00
