jtbd_id,student_id,phase,week,category,subcategory,jtbd_title,jtbd_desc,importance,status,source_type,source_title,source_date,source_file,source_link,primary_artifact_link,primary_artifact_type,artifact_1_link,artifact_1_type,artifact_2_link,artifact_2_type,tags,created_ts,updated_ts
JTBD-W045-SUMMER-ARCH-10SPOT,huda-2025,P3,45,summer_strategy,architecture,Summer architecture + 10‑spot strategy development,"Design a balanced summer: 1 flagship, 1 supporting, 1 service; map 10 high‑signal opportunities.",critical,done,TRANS-RAW,W045 Transcript,2024-05-14,2024-05-14_W045_P3-JUNIOR_TRANS-RAW_SummerArchitectureand10SpotStrategyDevel.pdf,,https://drive.google.com/file/d/1RI9re2FPZSuGVY-4490pQjB3_MnBIotN/view?usp=drivesdk,jsonl,,,,,"summer,planning,10-spot",2025-09-30T03:55:46.187182+00:00,2025-09-30T03:55:46.187207+00:00
JTBD-EXEC-PART1-B8,huda-2025,P3,41-45,execution_register,actions_tracking,Execution register updates (Batch 8),Owners/dues updated; added demo cadence and proof‑not‑prose checklist entries.,critical,done,EXEC-DOC,Execution Doc Part 1 (slice B8),2024-04-01..2024-05-31,Part1_Jenny _ Huda Weekly Planning_Execution Doc_08_02_2023_08_30_2024.docx,,https://drive.google.com/file/d/14lFP2-oNb8uIrgFF2qzSDRdt0RIgMTkT/view?usp=drivesdk,jsonl,,,,,"register,checklist,demo",2025-09-30T03:55:48.605022+00:00,2025-09-30T03:55:48.605042+00:00
JTBD-IMSG-PART-B8,huda-2025,P3,41-45,micro_support,offline,Offline micro‑support (Batch 8),"Templates, nudges, and micro‑coaching that unlocked bookings, drafts, and demo cadence.",critical,done,IMSG-RAW,iMessage (slices near Apr–May ’24),2024-04-01..2024-05-31,Jenny-Huda Private iMessage Texts (Parts 1–3),,https://drive.google.com/file/d/1qYxehSD8_ugl5-aaEy-qUdCX4g_bpr1E/view?usp=drivesdk,jsonl,,,,,"template,nudge,follow-through",2025-09-30T03:55:51.124258+00:00,2025-09-30T03:55:51.124279+00:00
JTBD-W046-G4C-PR,huda-2025,P3,46,recognition,games_for_change,Leverage Games for Change finalist to elevate narrative,"Convert finalist status into portfolio proof, media blurbs, and recommendation fuel.",critical,done,TRANS-RAW,W046 Transcript,2024-05-03,2024-05-03_W046_P3-JUNIOR_TRANS-RAW_GamesChangeFinalistCelebrationandpalesti.pdf,,https://drive.google.com/file/d/1JOr5Z3szxBnUxB49hRptergc1SeRw6S0/view?usp=drivesdk,jsonl,,,,,"G4C,press,portfolio,recs",2025-09-30T05:03:42.287988+00:00,2025-09-30T05:03:42.288010+00:00
JTBD-W047-KICKOFF,huda-2025,P3,47,college_apps,kickoff,College app kickoff: major selection & list scaffolding,"Lock preliminary major cluster, build T‑shaped college list, and assign evidence per school.",critical,done,TRANS-RAW,W047 Transcript,2024-06-02,2024-06-02_W047_P3-JUNIOR_TRANS-RAW_CollegeAppFormalKickoffandmajorSelection.pdf,,https://drive.google.com/file/d/1pnrlacYmz7wQE3OnqH-cEK5hS2SwhlY4/view?usp=drivesdk,jsonl,,,,,"major,college-list,evidence",2025-09-30T05:03:45.018919+00:00,2025-09-30T05:03:45.018946+00:00
JTBD-W048-MKT-SCALE,huda-2025,P3,48,initiative_growth,marketing_team,Scale initiative via lightweight marketing & team management,"Set weekly content cadence, delegate roles, and capture metrics without burn‑out.",high,done,TRANS-RAW,W048 Transcript,2024-06-06,2024-06-06_W048_P3-JUNIOR_TRANS-RAW_ScalingImpactThroughMarketingandteamMana.pdf,,https://drive.google.com/file/d/1QbLModndIMS3nlg42Vu8tWqfXtBZcmi4/view?usp=drivesdk,jsonl,,,,,"marketing,cadence,team",2025-09-30T05:03:48.164019+00:00,2025-09-30T05:03:48.164040+00:00
JTBD-W049-UC-MAJOR-MAP,huda-2025,P3,49,college_apps,uc_major_map,Map UC system majors and scholarships to narrative,Align UC majors to AI+story+design narrative; compile scholarship shortlist.,high,done,TRANS-RAW,W049 Transcript,2024-06-08,2024-06-08_W049_P3-JUNIOR_TRANS-RAW_UcsystemMajorMappingandscholarshipDataba.pdf,,https://drive.google.com/file/d/1jiiIElPPonbobrsDRNd1vt9nYUhWyztR/view?usp=drivesdk,jsonl,,,,,"UC,majors,scholarships",2025-09-30T05:03:50.938774+00:00,2025-09-30T05:03:50.938795+00:00
JTBD-W050-USC-PIVOT,huda-2025,P3,50,college_apps,visit_debrief,USC visit pivot: refine major narrative & targets,Debrief campus visit; update school targeting and storytelling angles for fit.,medium,done,TRANS-RAW,W050 Transcript,2024-06-12,2024-06-12_W050_P3-JUNIOR_TRANS-RAW_UscCampusVisitDebriefandmajorPivot.pdf,,https://drive.google.com/file/d/1EMNiN6UpMk8sNLKq5eNO1o7Vcg8VoZKe/view?usp=drivesdk,jsonl,,,,,"USC,visit,pivot",2025-09-30T05:03:53.543952+00:00,2025-09-30T05:03:53.543972+00:00
JTBD-EXEC-PART2-B9,huda-2025,P3,46-50,execution_register,actions_tracking,Action register updates (Batch 9),"Register owners/dues for PR tasks, list scaffolding, and marketing cadence; add demo checklist.",critical,done,EXEC-DOC,Execution Doc Part 2 (slice B9),2024-05-03..2024-06-13,Part2_Jenny_ Marissa_Erin _Huda Weekly Planning_Execution Doc_07_25_2024+01_02_2025.docx,,https://drive.google.com/file/d/1tFLGdh9kCP0qTST9vV9ayIq1H8Xb-l-p/view?usp=drivesdk,jsonl,,,,,"actions,register,demo",2025-09-30T05:03:56.332345+00:00,2025-09-30T05:03:56.332366+00:00
JTBD-IMSG-PART1-3-B9,huda-2025,P3,46-50,micro_support,offline,"Offline micro-support (templates, nudges) — Batch 9 window","High-velocity micro‑templates for PR outreach, rec prompts, and evidence linking.",high,done,IMSG-RAW,iMessage Parts 1–3 (slice B9),2024-05-03..2024-06-13,Jenny-Huda Private iMessage Texts-Part-1_ImportedDoc.pdf,,https://drive.google.com/file/d/1GxNr9Y7LMh50p8OFTIMAkw2ULJhXfBpt/view?usp=drivesdk,jsonl,,,,,"template,nudge,momentum",2025-09-30T05:03:59.043840+00:00,2025-09-30T05:03:59.043861+00:00
JTBD-W051-REC-STRAT,huda-2025,P3,73,weekly_execution,recs_strategy,Recommendation letter strategy & relationship planning,"Map target recommenders, build brag-sheet bullets, and schedule light-touch relationship upkeep.",critical,done,TRANS-RAW,W051 Transcript,2024-06-14,2024-06-14_W051_P3-JUNIOR_TRANS-RAW_RecommendationLetterStrategyandescapeRoo.pdf,,https://drive.google.com/file/d/162aMZRzreLagEw3TEWRTb-nTUhyJZlAo/view?usp=drivesdk,jsonl,,,,,"recs,brag-sheet,relationship",2025-09-30T05:22:13.130223+00:00,2025-09-30T05:22:13.130245+00:00
JTBD-W052-TIMELINE-ARCH,huda-2025,P3,74,weekly_execution,app_timeline,Application timeline architecture & workstream setup,"Create an end‑to‑end app timeline with workstreams (testing, essays, recs, awards, EC proofs).",critical,done,TRANS-RAW,W052 Transcript,2024-06-18,2024-06-18_W052_P3-JUNIOR_TRANS-RAW_AppTimelineArchitectureandfreelanceDevel.pdf,,https://drive.google.com/file/d/1RMkRretXv8Kv7g7OlX73yUhK-iCLN7SS/view?usp=drivesdk,jsonl,,,,,"timeline,workstreams,essays",2025-09-30T05:22:17.733881+00:00,2025-09-30T05:22:17.733909+00:00
JTBD-W053-AWARDS-CRISIS,huda-2025,P3,75,weekly_execution,awards_pipeline,Awards pipeline triage & government internship alignment,Stabilize awards calendar and align gov internship outputs to narrative proofs.,high,done,TRANS-RAW,W053 Transcript,2024-06-21,2024-06-21_W053_P3-JUNIOR_TRANS-RAW_AwardsCrisisManagementandgovernmentInter.pdf,,https://drive.google.com/file/d/16bZbpJmGBM434RUKvy_zB4mEa0VVuWoy/view?usp=drivesdk,jsonl,,,,,"awards,internship,proofs",2025-09-30T05:22:20.329822+00:00,2025-09-30T05:22:20.329843+00:00
JTBD-W054-TEENVOGUE-PITCH,huda-2025,P3,71,weekly_execution,media_pitch,Teen Vogue pitch development & EC consolidation,Shape a compelling pitch and consolidate EC narrative; prepare hackathon launch and social growth.,critical,done,TRANS-RAW,W054 Transcript,2024-06-24,2024-06-24_W054_P3-JUNIOR_TRANS-RAW_TeenVoguePitchDevelopmentandextracurricu.pdf,,https://drive.google.com/file/d/1FC4_H5ssg9kWsPHCad8Hj8wOlmYaEODj/view?usp=drivesdk,jsonl,,,,,"pitch,media,EC,hackathon",2025-09-30T05:22:22.791444+00:00,2025-09-30T05:22:22.791466+00:00
JTBD-W055-HACK-SPONSOR,huda-2025,P3,72,weekly_execution,hackathon_ops,Hackathon sponsorships secured & pre‑London (JCamp) ops,"Convert sponsors, add a judge, open signups, and delegate marketing before travel.",critical,done,TRANS-RAW,W055 Transcript,2024-06-27,2024-06-27_W055_P3-JUNIOR_TRANS-RAW_HackathonSponsorshipVictoryandpreLondonP.pdf,,https://drive.google.com/file/d/1umdTlvAH34aQkpcQeyvBiih4D2XVL-RM/view?usp=drivesdk,jsonl,,,,,"hackathon,sponsorship,marketing,jcamp",2025-09-30T05:22:25.570263+00:00,2025-09-30T05:22:25.570282+00:00
JTBD-EXEC-B10-W051-LOR,huda-2025,P3,51,execution_register,recommenders,Lock LOR strategy and send recommender kits,"Identify final LOR writers, send fact-sheet kits, define deadlines, track receipts.",critical,done,EXEC-DOC,Execution Doc (Part 2 slice),2024-06-14,Part2_Jenny_ Marissa_Erin _Huda Weekly Planning_Execution Doc_07_25_2024+01_02_2025.docx,,https://drive.google.com/file/d/1qwGtky71z8yAvz7G_1C0yiNaL8sL_Hp_/view?usp=drivesdk,jsonl,,,,,"LOR,kit,deadlines",2025-09-30T05:29:21.163788+00:00,2025-09-30T05:29:21.163812+00:00
JTBD-EXEC-B10-W052-TIMELINE,huda-2025,P3,52,execution_register,timeline,Architect app timeline and swimlanes,"Create milestone swimlanes (Common App, UC, USC) with weekly ship-small cadence.",critical,done,EXEC-DOC,Execution Doc (Part 2 slice),2024-06-18,Part2_Jenny_ Marissa_Erin _Huda Weekly Planning_Execution Doc_07_25_2024+01_02_2025.docx,,https://drive.google.com/file/d/1qwGtky71z8yAvz7G_1C0yiNaL8sL_Hp_/view?usp=drivesdk,jsonl,,,,,"timeline,swimlanes,cadence",2025-09-30T05:29:21.567003+00:00,2025-09-30T05:29:21.567007+00:00
JTBD-EXEC-B10-W053-AWARDS,huda-2025,P3,53,execution_register,awards_pipeline,Awards crisis triage + pipeline update,Resolve conflicts and rename tiers; clarify criteria and proof for each award.,high,done,EXEC-DOC,Execution Doc (Part 2 slice),2024-06-21,Part2_Jenny_ Marissa_Erin _Huda Weekly Planning_Execution Doc_07_25_2024+01_02_2025.docx,,https://drive.google.com/file/d/1qwGtky71z8yAvz7G_1C0yiNaL8sL_Hp_/view?usp=drivesdk,jsonl,,,,,"awards,triage,proof",2025-09-30T05:29:21.938920+00:00,2025-09-30T05:29:21.938923+00:00
JTBD-EXEC-B10-W054-PITCH,huda-2025,P3,54,execution_register,media_pitch,Draft and send Teen Vogue pitch,Craft 150‑word pitch + 3 clips; build editor list and schedule send.,high,done,EXEC-DOC,Execution Doc (Part 2 slice),2024-06-24,Part2_Jenny_ Marissa_Erin _Huda Weekly Planning_Execution Doc_07_25_2024+01_02_2025.docx,,https://drive.google.com/file/d/1qwGtky71z8yAvz7G_1C0yiNaL8sL_Hp_/view?usp=drivesdk,jsonl,,,,,"media,pitch,clips",2025-09-30T05:29:22.305505+00:00,2025-09-30T05:29:22.305508+00:00
JTBD-EXEC-B10-W055-SPONSOR,huda-2025,P3,55,execution_register,sponsorship,Secure hackathon sponsorship and pre‑London plan,Send outreach to 4 sponsors with deck; schedule two meetings before travel.,high,done,EXEC-DOC,Execution Doc (Part 2 slice),2024-06-27,Part2_Jenny_ Marissa_Erin _Huda Weekly Planning_Execution Doc_07_25_2024+01_02_2025.docx,,https://drive.google.com/file/d/1qwGtky71z8yAvz7G_1C0yiNaL8sL_Hp_/view?usp=drivesdk,jsonl,,,,,"hackathon,sponsorship,travel",2025-09-30T05:29:22.885544+00:00,2025-09-30T05:29:22.885547+00:00
JTBD-IMSG-B10-MICRO,huda-2025,P3,51-55,micro_support,offline,"Offline micro-support: LOR pings, pitch tightening, outreach scripts","Rapid templates + nudges to keep momentum through LOR, pitches, and sponsorship outreach.",critical,done,IMSG-RAW,iMessage Parts (B10 slice),2024-06-14..2024-06-27,Jenny-Huda Private iMessage Texts-Part-2_ImportedDoc.pdf,,https://drive.google.com/file/d/1bs7JV_zxNq9oGVt3CLGn9sdpnU9PHFGq/view?usp=drivesdk,jsonl,,,,,"template,nudge,momentum",2025-09-30T05:29:26.447504+00:00,2025-09-30T05:29:26.447524+00:00
JTBD-W060-BRANDING-PRELAUNCH,huda-2025,P3,60,brand_build,website_pipeline,Personal website + small-biz video pipeline pre-launch,"Ship v0 site, schedule 3 client interviews, and post one edited YouTube video to seed portfolio momentum.",high,in-progress,TRANS-RAW,Weekly Planning + Personal Brand Development,2024-07-07,2024-07-07_W060_P3-JUNIOR_TRANS-RAW_WeekStrategicPlanningandpersonalBrandDev.pdf,,https://drive.google.com/file/d/1cmrrcnpeNXFjRdQjrKg9DEmdBaR76Hou/view?usp=drivesdk,jsonl,,,,,"website,portfolio,client-work",2025-09-30T05:58:00.247834+00:00,2025-09-30T05:58:00.247856+00:00
JTBD-EXEC-PART-SUMMER24-B11,huda-2025,P3,56-60,execution_register,actions_tracking,Execution register updates (summer ’24 window),Consolidate owners/dues; seed proof-not-prose checklist across essay and brand work.,critical,done,EXEC-DOC,Execution Doc (summer ’24 slice),2024-06-29..2024-07-31,Part1/Part2 Execution Docs (slice),,https://drive.google.com/file/d/1ZpapCxvWM_aw8fspO8T-hUFc6rVNTYqz/view?usp=drivesdk,jsonl,,,,,"actions,register,checklist",2025-09-30T05:58:02.975313+00:00,2025-09-30T05:58:02.975335+00:00
JTBD-IMSG-SUMMER24-B11,huda-2025,P3,56-60,micro_support,templates_nudges,"Micro-interactions: outreach templates, nudges, scheduling","Short templates and nudges that book meetings, unlock edits, and keep ship cadence.",high,done,IMSG-RAW,iMessage Part 1–2 (summer ’24 slice),2024-06-29..2024-07-31,iMessage Parts 1–2 (slice),,https://drive.google.com/file/d/1dWIIM9G60vYCG8zTNGvPzELtXq-mRGak/view?usp=drivesdk,jsonl,,,,,"template,nudge,momentum",2025-09-30T05:58:05.573050+00:00,2025-09-30T05:58:05.573078+00:00
JTBD-W056-PRE-LONDON,huda-2025,P3,56,outreach_brand,pre_london_push,Pre-London strategic outreach & platform distribution,Prime relationships and schedule content drops to convert JCamp/London momentum into follow-on opportunities.,critical,done,TRANS-RAW,Pre-London Strategic Outreach & Platform Distribution,2024-06-29,2024-06-29_W056_P3-JUNIOR_TRANS-RAW_PreLondonStrategicOutreachandplatformDis.pdf,,https://drive.google.com/file/d/1p1N8gogRg-yYnEeKWNwt5jnCksa68Uhk/view?usp=drivesdk,jsonl,,,,,"outreach,distribution,platform,pre-london",2025-09-30T06:00:50.215748+00:00,2025-09-30T06:00:50.215771+00:00
JTBD-W057-ESSAY-SYSTEM,huda-2025,P3,57,writing_system,commonapp_module,Common App essay workbench (scenes → beats → thesis),Stand up a repeatable essay pipeline: clip bank → scene cards → beat sheet → thesis line → 600→650 edit.,critical,done,TRANS-RAW,Essay Work Session,2024-07-24,2024-07-24_W057_P3-JUNIOR_TRANS-RAW_essays_transcript.pdf,,https://drive.google.com/file/d/1tyQTH7srDXcKDbM8KnwviJBDBzebJl4l/view?usp=drivesdk,jsonl,,,,,"essay,pipeline,scenes,beats",2025-09-30T06:00:52.741953+00:00,2025-09-30T06:00:52.741973+00:00
JTBD-W058-SENIOR-STRAT,huda-2025,P3,58,senior_year,plan,Senior year strategy & Common App pivot,"Re-prioritize EC focus, nail letter writers, and pivot essay framing toward service-through-games.",critical,done,TRANS-RAW,Senior Strategy + Essay Pivot,2024-07-27,2024-07-27_W058_P3-JUNIOR_TRANS-RAW_SeniorYearStrategyandcommonappEssayPivot.pdf,,https://drive.google.com/file/d/13YVMDaM_s8U_3zeRsHK_RZjzJELgQvKj/view?usp=drivesdk,jsonl,,,,,"senior,letters,pivot",2025-09-30T06:00:55.271826+00:00,2025-09-30T06:00:55.271846+00:00
JTBD-W059-GAMING-IDENTITY-ESSAY,huda-2025,P3,59,writing_system,commonapp_identity,"Common App essay—gaming, identity & resilience","Translate lived moments (voice chat, bias, belonging) into a scene-driven arc that lands on agency and pride.",critical,in-progress,TRANS-RAW,Common App Essay—From Gaming Guilt to Pride,2024-07-31,2024-07-31_W059_P3-JUNIOR_TRANS-RAW_CommonappEssayRevolutionfromGamingGuilt.pdf,,https://drive.google.com/file/d/1_0U1FN81JVwk0QiZUm9Hykr5l2P_Jl0t/view?usp=drivesdk,jsonl,,,,,"essay,identity,gaming",2025-09-30T06:00:57.762554+00:00,2025-09-30T06:00:57.762576+00:00
JTBD-W061-EMPOWHER,huda-2025,P3,61,awards_strategy,post_win_debrief,EmpowHerHacks victory + post-London platform debrief,Consolidate wins from EmpowHerHacks; turn London activities into narrative signal and relationship capital.,critical,done,TRANS-RAW,W061 Transcript,2024-07-15,2024-07-15_W061_P3-JUNIOR_TRANS-RAW_EmpowherHacksVictoryandpostLondonDebrief.pdf,,https://drive.google.com/file/d/19_6Q6gLRqxoKm6oIH-mT7yfQxjGHFRSm/view?usp=drivesdk,jsonl,,,,,"empowher,london,platform,relationships",2025-09-30T06:32:10.881165+00:00,2025-09-30T06:32:10.881187+00:00
JTBD-W062-JCAMP-ID,huda-2025,P3,62,narrative,identity_crystallization,Post-JCamp identity crystallization + neural voice,Tighten personal brand lexicon post-JCamp; align voice across portfolio and apps.,high,done,TRANS-RAW,W062 Transcript,2024-08-21,2024-08-21_W062_P3-JUNIOR_TRANS-RAW_PostJcampIdentityCrystallizationandneura.pdf,,https://drive.google.com/file/d/1yjwYuHNRkImustGDa0ZTY3PddaC3W9bL/view?usp=drivesdk,jsonl,,,,,"jcamp,voice,brand",2025-09-30T06:32:13.409296+00:00,2025-09-30T06:32:13.409318+00:00
JTBD-W063-RECS-ESSAY,huda-2025,P3,63,recs_and_essays,teacher_recommenders,Recommender forms + advanced essay development,Select STEM + Humanities recommenders; prime with 1-pager; deepen essay scenes.,critical,done,TRANS-RAW,W063 Transcript,2024-08-23,2024-08-23_W063_P3-JUNIOR_TRANS-RAW_TeacherRecommenderFormsandadvancedEssayD.pdf,,https://drive.google.com/file/d/1uaegYzFMZL_TFTvOX5nHSdcb1mPUPHBb/view?usp=drivesdk,jsonl,,,,,"recs,essays,scenes",2025-09-30T06:32:16.063667+00:00,2025-09-30T06:32:16.063741+00:00
JTBD-W065-ED-PIVOT,huda-2025,P3,65,college_strategy,early_decision_pivot,Early strategy pivot + Disney Dreamers + QuestBridge decision,Evaluate REA/ED paths; draft Disney Dreamers; decide to skip QuestBridge in favor of normal apps.,critical,done,TRANS-RAW,W065 Transcript,2024-09-02,2024-09-02_W065_P3-JUNIOR_TRANS-RAW_EarlyDecisionStrategicPivotanddisneyDrea.pdf,,https://drive.google.com/file/d/1iY_zSZK1GlXMUXjYneZQaRIRPCrnUCBG/view?usp=drivesdk,jsonl,,,,,"stanford,usc,disney_dreamers,questbridge",2025-09-30T06:32:18.463860+00:00,2025-09-30T06:32:18.463881+00:00
JTBD-W066-PEACHFUZZ,huda-2025,P4,66,apps_execution,commonapp_ps_and_lors,Peach-fuzz Common App essay craft + tutoring + LOR strategy,Refine hook clarity; log new tutoring roles; fix transcript grade errors; lock English + CS LORs.,critical,in_progress,TRANS-RAW,W066 Transcript,2024-09-09,2024-09-09_W066_P4-SUMMER_TRANS-RAW_PeachFuzzCommonappEssayandactivitiesList.pdf,,https://drive.google.com/file/d/1vjKavFtt1mROgbhWWWBSvI-uQltVqmR8/view?usp=drivesdk,jsonl,,,,,"essay,peach_fuzz,tutoring,LORs,transcript",2025-09-30T06:32:21.165791+00:00,2025-09-30T06:32:21.165812+00:00
JTBD-EXEC-B12,huda-2025,P3,61-66,execution_register,actions_tracking,Action register + cadence updates (Batch 12 window),Owners/dues consolidated; proof-not-prose checklist and demo cadence enforced.,critical,done,EXEC-DOC,Execution Docs (Parts 1–2 slices),2024-07-15..2024-09-12,Part1/Part2 execution docs (slices),,https://drive.google.com/file/d/1hX451pG_8JtBNs6Am2Z3eEaFJrCCIwon/view?usp=drivesdk,jsonl,,,,,"actions,cadence,proof",2025-09-30T06:32:25.723736+00:00,2025-09-30T06:32:25.723763+00:00
JTBD-IMSG-B12,huda-2025,P3,61-66,micro_support,offline,"Offline micro-support (templates, nudges) — Batch 12 window","Short-form templates and nudges that produce momentum (advisor outreach, demo publishing, LOR priming).",high,done,IMSG-RAW,iMessage (Parts 1–2 slices),2024-07-15..2024-09-12,iMessage Part 1/2 (slices),,https://drive.google.com/file/d/1DLoD6GZ-uz1ZkIlNi31mSKjTtsnU1xIG/view?usp=drivesdk,jsonl,,,,,"template,nudge,momentum",2025-09-30T06:32:28.326003+00:00,2025-09-30T06:32:28.326022+00:00
JTBD-W067-STANFORD-DEEPDIVE,huda-2025,P4,67,essays,stanford_deepdive,Stanford essay deep dive with gaming metaphors,Anchor Stanford essay in gaming metaphors and lived migration resilience.,critical,in_progress,TRANS-RAW,W067 Transcript,2024-09-16,2024-09-16_W067_P4-SUMMER_TRANS-RAW_StanfordAppEssaysDeepDive.pdf,,https://drive.google.com/file/d/1vJbHD1UxC3WauiCVR3610OdQ00uzzmdX/view?usp=drivesdk,jsonl,,,,,"stanford,essays,gaming,resilience",2025-09-30T07:13:25.875603+00:00,2025-09-30T07:13:25.875628+00:00
JTBD-W068-MAJOR-GAMING-PIVOT,huda-2025,P4,68,essays,major_identity,Major essay pivot with gaming identity,Shift Common App essay toward gaming identity; clarify alignment with chosen major.,critical,in_progress,TRANS-RAW,W068 Transcript,2024-09-30,2024-09-30_W068_P4-SUMMER_TRANS-RAW_MajorCommonappEssayPivotandgamingIdentit.pdf,,https://drive.google.com/file/d/1dogS83sJvcZ7gv0-U9XQ15nScomnCL7R/view?usp=drivesdk,jsonl,,,,,"commonapp,gaming,identity,major",2025-09-30T07:13:28.787432+00:00,2025-09-30T07:13:28.787457+00:00
JTBD-W069-USC-ESSAYS-STRATEGY,huda-2025,P4,69,essays,usc_strategy,USC essays and application strategy,Draft USC essays emphasizing journalism + AI; clarify strategy for app positioning.,critical,in_progress,TRANS-RAW,W069 Transcript,2024-10-02,2024-10-02_W069_P4-SUMMER_TRANS-RAW_UscEssaysandappStrategy.pdf,,https://drive.google.com/file/d/1nMWGrcT-YYb5O0nnCgD0c-UmbVC1q0Ol/view?usp=drivesdk,jsonl,,,,,"usc,essays,strategy",2025-09-30T07:13:32.346385+00:00,2025-09-30T07:13:32.346406+00:00
JTBD-W070-UC-CONSOLIDATION,huda-2025,P4,70,essays,uc_consolidation,UC essays review and consolidation,Review multiple UC drafts; consolidate into final coherent set.,critical,in_progress,TRANS-RAW,W070 Transcript,2024-10-05,2024-10-05_W070_P4-SUMMER_TRANS-RAW_UcessaysReviewandstrategicConsolidation.pdf,,https://drive.google.com/file/d/1NWhhZJHJKnVIYUdE3WcFL-n-HGtnLa0g/view?usp=drivesdk,jsonl,,,,,"uc,essays,consolidation",2025-09-30T07:13:34.890264+00:00,2025-09-30T07:13:34.890284+00:00
JTBD-W071-STANFORD-SUPPLEMENTS,huda-2025,P4,71,essays,stanford_supplements,Stanford supplemental essays refinement,Refine supplemental essays with proof-not-prose artifacts and crisp narrative scenes.,critical,in_progress,TRANS-RAW,W071 Transcript,2024-10-06,2024-10-06_W071_P4-SUMMER_TRANS-RAW_StanfordSupplementalEssaysDeepRefinement.pdf,,https://drive.google.com/file/d/1CsK4oHgAeb8aWQB08BGlNv3WrFaOryDD/view?usp=drivesdk,jsonl,,,,,"stanford,supplements,essays",2025-09-30T07:13:37.786156+00:00,2025-09-30T07:13:37.786179+00:00
JTBD-EXEC-PART1-2-B13,huda-2025,P4,67-71,execution_register,actions_tracking,Execution updates (Batch 13 window),"Update action register: essay pivots, UC consolidation, Stanford refinement.",critical,done,EXEC-DOC,Execution Docs (Part1+2),2024-09-16..2024-10-06,Part1/Part2 Execution Docs,,https://drive.google.com/file/d/1v2mzfYBxDOxf5exkFZ3QU2azVm2ijhex/view?usp=drivesdk,jsonl,,,,,"execution,essays,actions",2025-09-30T07:13:40.991171+00:00,2025-09-30T07:13:40.991192+00:00
JTBD-IMSG-PART1-3-B13,huda-2025,P4,67-71,micro_support,offline,Offline micro-support (Batch 13 window),Quick nudges/templates for essay drafting momentum.,critical,done,IMSG-RAW,iMessage Docs (Part1-3),2024-09-16..2024-10-06,Jenny-Huda iMessage Parts 1-3,,https://drive.google.com/file/d/1ZjqK_9LWiqXH8_kmJ98ENvzITBTupFpn/view?usp=drivesdk,jsonl,,,,,"imessage,nudges,essays",2025-09-30T07:13:43.496439+00:00,2025-09-30T07:13:43.496460+00:00
JTBD-W072-STANFORD-REFINE,huda-2025,P4,72,essays,stanford_refine,Refine Stanford essays with parent feedback,Balance personal narrative with concrete scenes; reduce generalities; keep word-count discipline.,critical,done,TRANS-RAW,W072 Transcript,2024-10-06,2024-10-06_W072_P4-SUMMER_TRANS-RAW_StanfordEssaysRefinementParentFeedback.pdf,,https://drive.google.com/file/d/16az55PUgtoreMP0dbqyQVPKraLwbWs2n/view?usp=drivesdk,jsonl,,,,,"stanford,essays,parent-feedback",2025-09-30T07:33:54.084941+00:00,2025-09-30T07:33:54.084963+00:00
JTBD-W073-CA-FINAL,huda-2025,P4,73,essays,commonapp_final,Finalize Common App personal statement,"Lock structure, polish cadence, and ensure adversity thread is personal and specific.",critical,done,TRANS-RAW,W073 Transcript,2024-10-07,2024-10-07_W073_P4-SUMMER_TRANS-RAW_CommonappPersonalstmtFinalization.pdf,,https://drive.google.com/file/d/1HKjI6rZ-CW4p84RdS1wTnyQ7qSG81RPY/view?usp=drivesdk,jsonl,,,,,"commonapp,final",2025-09-30T07:33:57.323593+00:00,2025-09-30T07:33:57.323614+00:00
JTBD-W074-UNC-REFINE,huda-2025,P4,74,essays,unc_refine,Refine UNC supplements + CA polish,Tighten UNC prompts; ensure voice continuity across apps; cross-check evidence links.,high,done,TRANS-RAW,W074 Transcript,2024-10-09,2024-10-09_W074_P4-SUMMER_TRANS-RAW_CommonappPersonalstmtanduncEssaysRefinem.pdf,,https://drive.google.com/file/d/1MRBB3qoThxtwhGsTW465wwspM0wBGpLC/view?usp=drivesdk,jsonl,,,,,"UNC,supplements,consistency",2025-09-30T07:34:01.133741+00:00,2025-09-30T07:34:01.133763+00:00
JTBD-W075-CA-FINAL-PARENT-AI,huda-2025,P4,75,essays,commonapp_final_parent_ai,CA finalization with parent feedback & AI checks,"Personalize claims, avoid generic ‘thought leadership,’ add one scene proving representation motive.",critical,done,TRANS-RAW,W075 Transcript,2024-10-12,2024-10-12_W075_P4-SUMMER_TRANS-RAW_CommonappEssayFinalizationParentandaiFee.pdf,,https://drive.google.com/file/d/1-GolVI8r_u-L6gEWxx55B3arcOdWFjnr/view?usp=drivesdk,jsonl,,,,,"commonapp,parent-feedback,representation",2025-09-30T07:34:05.181055+00:00,2025-09-30T07:34:05.181074+00:00
JTBD-W077-USC-SHORTS,huda-2025,P4,77,essays,usc_shorts,Master USC supplemental short answers,"Finalize 100–250c answers with specific imagery, humor, and cognitive style; avoid vague analogies.",high,done,TRANS-RAW,W077 Transcript,2024-10-15,2024-10-15_W077_P4-SUMMER_TRANS-RAW_UscSupplementalShortanswersMastery.pdf,,https://drive.google.com/file/d/1P6gvk-_zrqXLCQ5x0hz_cqlApTaJVlfs/view?usp=drivesdk,jsonl,,,,,"USC,short-answers,micro-edit",2025-09-30T07:34:08.547682+00:00,2025-09-30T07:34:08.547703+00:00
