outcome_id,jtbd_id,student_id,type,name,level,result,date,details,source_ref,created_ts
O-JTBD-IMSG-PART2-B6-0002,JTBD-IMSG-PART2-B6,huda-2025,artifact,gratitude_email,,sent,2024-03-03,Counselor thanked with specific impact,iMessage Part 2 (slice B6),2025-09-30T02:13:35.574620+00:00
O-JTBD-W036-TEACHER-CRISIS-0001,JTBD-W036-TEACHER-CRISIS,huda-2025,plan,lor_repair_plan_v1,,created,2024-03-02,Apology script + 3 value actions; weekly check‑ins added.,W036 Transcript,2025-09-30T02:33:24.375508+00:00
O-JTBD-W036-TEACHER-CRISIS-0002,JTBD-W036-TEACHER-CRISIS,huda-2025,momentum,office_hours_checkin,,booked,2024-03-04,10‑minute slot scheduled for repair touch.,W036 Transcript,2025-09-30T02:33:24.375515+00:00
O-JTBD-W037-RELATIONS-REAGAN-0001,JTBD-W037-RELATIONS-REAGAN,huda-2025,plan,reagan_packet_outline,,created,2024-03-05,Angle + artifact list + recommender map.,W037 Transcript,2025-09-30T02:33:26.763458+00:00
O-JTBD-W038-ESSAY-SPRINT-0001,JTBD-W038-ESSAY-SPRINT,huda-2025,plan,essay_system_v1,,created,2024-03-10,Scene bank + claim map + 3-pass edit checklist.,W038 Transcript,2025-09-30T02:33:29.080544+00:00
O-JTBD-W039-COMMONAPP-PLANNING-0001,JTBD-W039-COMMONAPP-PLANNING,huda-2025,plan,commonapp_map_v1,,created,2024-03-20,Draft activity and honors slotting + recommender matrix.,W039 Transcript,2025-09-30T02:33:31.486469+00:00
O-JTBD-W040-SPRINGBREAK-PIPELINE-0001,JTBD-W040-SPRINGBREAK-PIPELINE,huda-2025,plan,springbreak_awards_sprint,,created,2024-03-15,3 targets + artifact kit checklist + submission schedule.,W040 Transcript,2025-09-30T02:33:33.870037+00:00
O-JTBD-EXEC-PART1-B7-0001,JTBD-EXEC-PART1-B7,huda-2025,tracking,action_register_b7,,updated,2024-03-12,12 items tracked; proof links required for completion.,Execution Doc Part 1 & 2 (slice B7),2025-09-30T02:33:36.156910+00:00
O-JTBD-IMSG-PART1-3-B7-0001,JTBD-IMSG-PART1-3-B7,huda-2025,momentum,teacher_checkin_sent,,sent,2024-03-03,Two check‑ins sent; one reply received.,iMessage Parts 1–3 (slice B7),2025-09-30T02:33:38.521021+00:00
O-JTBD-IMSG-PART1-3-B7-0002,JTBD-IMSG-PART1-3-B7,huda-2025,artifact,reagan_mini_demo,,created,2024-03-14,60‑second voiceover + screenshots.,iMessage Parts 1–3 (slice B7),2025-09-30T02:33:38.521031+00:00
O-JTBD-W041-CAMERON-SYNTHORIA-0001,JTBD-W041-CAMERON-SYNTHORIA,huda-2025,plan,cameron_outline_v1,created,,2024-04-05,"Outline skeleton (hooks, scenes, quantified outcomes) captured in execution doc.",W041 Transcript,2025-09-30T03:55:35.992340+00:00
O-JTBD-W041-CAMERON-SYNTHORIA-0002,JTBD-W041-CAMERON-SYNTHORIA,huda-2025,artifact,synthoria_distribution_plan_v1,created,,2024-04-05,Pilot distribution checklist drafted (post cadence + CTA).,W041 Transcript,2025-09-30T03:55:35.992347+00:00
O-JTBD-W042-JCAMP-LEVERAGE-0001,JTBD-W042-JCAMP-LEVERAGE,huda-2025,momentum,mentor_touches_week1,scheduled,3,2024-04-11,Names tracked in execution doc.,W042 Transcript,2025-09-30T03:55:38.579484+00:00
O-JTBD-W042-JCAMP-LEVERAGE-0002,JTBD-W042-JCAMP-LEVERAGE,huda-2025,artifact,pitch_template_v1,created,,2024-04-11,Template saved in execution doc.,W042 Transcript,2025-09-30T03:55:38.579490+00:00
O-JTBD-W043-BREAKTHRU-TOOLKIT-0001,JTBD-W043-BREAKTHRU-TOOLKIT,huda-2025,plan,breakthrough_roadmap_v1,created,,2024-04-14,Two sprints defined; beta user list drafted.,W043 Transcript,2025-09-30T03:55:41.429120+00:00
O-JTBD-W043-BREAKTHRU-TOOLKIT-0002,JTBD-W043-BREAKTHRU-TOOLKIT,huda-2025,artifact,toolkit_packaging_v1,created,,2024-04-14,README + demo checklist captured.,W043 Transcript,2025-09-30T03:55:41.429127+00:00
O-JTBD-W044-SAT-VICTORY-0001,JTBD-W044-SAT-VICTORY,huda-2025,result,sat_milestone_recorded,achieved,,2024-04-17,Milestone logged; maintenance block scheduled.,W044 Transcript,2025-09-30T03:55:44.291531+00:00
O-JTBD-W044-SAT-VICTORY-0002,JTBD-W044-SAT-VICTORY,huda-2025,plan,post_sat_bandwidth_plan_v1,created,,2024-04-17,6 hrs shifted to portfolio/essays.,W044 Transcript,2025-09-30T03:55:44.291537+00:00
O-JTBD-W045-SUMMER-ARCH-10SPOT-0001,JTBD-W045-SUMMER-ARCH-10SPOT,huda-2025,plan,summer_architecture_v1,created,,2024-05-14,Streams and demo cadence defined.,W045 Transcript,2025-09-30T03:55:46.533022+00:00
O-JTBD-W045-SUMMER-ARCH-10SPOT-0002,JTBD-W045-SUMMER-ARCH-10SPOT,huda-2025,tracking,ten_spot_register_v1,created,,2024-05-14,Initial 10 opportunities logged.,W045 Transcript,2025-09-30T03:55:46.533032+00:00
O-JTBD-EXEC-PART1-B8-0001,JTBD-EXEC-PART1-B8,huda-2025,tracking,action_register_b8,updated,,2024-05-15,12 items reconciled; 8 shipped with links.,Execution Doc Part 1 (slice B8),2025-09-30T03:55:48.984733+00:00
O-JTBD-EXEC-PART1-B8-0002,JTBD-EXEC-PART1-B8,huda-2025,policy,carry_rule_v1,adopted,,2024-05-10,Rebook‑once then cut/kill rule noted.,Execution Doc Part 1 (slice B8),2025-09-30T03:55:48.984739+00:00
O-JTBD-IMSG-PART-B8-0001,JTBD-IMSG-PART-B8,huda-2025,momentum,mentor_checkin_booked,booked,,2024-04-10,Reply confirmed; meeting scheduled.,iMessage (slices near Apr–May ’24),2025-09-30T03:55:51.450844+00:00
O-JTBD-IMSG-PART-B8-0002,JTBD-IMSG-PART-B8,huda-2025,artifact,outline_seed_drafted,created,,2024-04-19,First paragraph produced via timer nudge.,iMessage (slices near Apr–May ’24),2025-09-30T03:55:51.450850+00:00
O-JTBD-W046-G4C-PR-0001,JTBD-W046-G4C-PR,huda-2025,momentum,reel_v1,,created,2024-05-04,60–90s gameplay reel drafted.,W046 Transcript,2025-09-30T05:03:42.725956+00:00
O-JTBD-W046-G4C-PR-0002,JTBD-W046-G4C-PR,huda-2025,portfolio,site_update_g4c,,created,2024-05-05,Pinned reel and impact blurb on site.,W046 Transcript,2025-09-30T05:03:42.725969+00:00
O-JTBD-W046-G4C-PR-0003,JTBD-W046-G4C-PR,huda-2025,recommendation,testimonial_request_sent,,sent,2024-05-06,Emailed mentor with prompt bullets.,W046 Transcript,2025-09-30T05:03:42.725975+00:00
O-JTBD-W047-KICKOFF-0001,JTBD-W047-KICKOFF,huda-2025,plan,college_list_v1,,created,2024-06-03,12-school scaffold with tiers.,W047 Transcript,2025-09-30T05:03:45.771242+00:00
O-JTBD-W047-KICKOFF-0002,JTBD-W047-KICKOFF,huda-2025,plan,evidence_matrix_v1,,created,2024-06-03,Evidence column added per school.,W047 Transcript,2025-09-30T05:03:45.771251+00:00
O-JTBD-W048-MKT-SCALE-0001,JTBD-W048-MKT-SCALE,huda-2025,plan,content_cadence_v1,,created,2024-06-07,2 posts/week; monthly themes set.,W048 Transcript,2025-09-30T05:03:48.561795+00:00
O-JTBD-W048-MKT-SCALE-0002,JTBD-W048-MKT-SCALE,huda-2025,ops,role_assignments_v1,,created,2024-06-07,"Editor, clips, outreach lanes assigned.",W048 Transcript,2025-09-30T05:03:48.561802+00:00
O-JTBD-W049-UC-MAJOR-MAP-0001,JTBD-W049-UC-MAJOR-MAP,huda-2025,plan,uc_major_map_v1,,created,2024-06-09,3 priority majors mapped to artifacts.,W049 Transcript,2025-09-30T05:03:51.306367+00:00
O-JTBD-W049-UC-MAJOR-MAP-0002,JTBD-W049-UC-MAJOR-MAP,huda-2025,plan,scholarship_shortlist_v1,,created,2024-06-09,8 programs with deadline notes.,W049 Transcript,2025-09-30T05:03:51.306373+00:00
O-JTBD-W050-USC-PIVOT-0001,JTBD-W050-USC-PIVOT,huda-2025,plan,target_adjustments_v1,,created,2024-06-13,List updated with IYA‑like programs emphasized.,W050 Transcript,2025-09-30T05:03:54.166707+00:00
O-JTBD-EXEC-PART2-B9-0001,JTBD-EXEC-PART2-B9,huda-2025,tracking,action_register_v2,,created,2024-06-13,12 items with owners/dues; demo checklist added.,Execution Doc Part 2 (slice B9),2025-09-30T05:03:56.683965+00:00
O-JTBD-IMSG-PART1-3-B9-0001,JTBD-IMSG-PART1-3-B9,huda-2025,momentum,newsletter_pitch_sent,,sent,2024-05-06,Outreach sent using micro‑template.,iMessage Parts 1–3 (slice B9),2025-09-30T05:03:59.389471+00:00
O-JTBD-W051-REC-STRAT-0001,JTBD-W051-REC-STRAT,huda-2025,plan,recs_plan_v1,,created,2024-06-14,Targets + cadence + proof packet outline.,W051 Transcript,2025-09-30T05:22:13.503202+00:00
O-JTBD-W052-TIMELINE-ARCH-0001,JTBD-W052-TIMELINE-ARCH,huda-2025,plan,app_timeline_v1,,created,2024-06-18,Workstreams + weekly checkpoints + DRI list.,W052 Transcript,2025-09-30T05:22:18.122866+00:00
O-JTBD-W053-AWARDS-CRISIS-0001,JTBD-W053-AWARDS-CRISIS,huda-2025,plan,awards_roadmap_v1,,created,2024-06-21,Two targets kept; others deferred; internship → weekly post cadence.,W053 Transcript,2025-09-30T05:22:20.678651+00:00
O-JTBD-W054-TEENVOGUE-PITCH-0001,JTBD-W054-TEENVOGUE-PITCH,huda-2025,plan,teen_vogue_pitch_outline_v1,,created,2024-06-24,"Hook, credibility, and proof assets listed.",W054 Transcript,2025-09-30T05:22:23.144906+00:00
O-JTBD-W054-TEENVOGUE-PITCH-0002,JTBD-W054-TEENVOGUE-PITCH,huda-2025,plan,hackathon_launch_checklist,,created,2024-06-24,"Site publish, judge outreach, workshop asks, promo plan.",W054 Transcript,2025-09-30T05:22:23.144917+00:00
O-JTBD-W055-HACK-SPONSOR-0001,JTBD-W055-HACK-SPONSOR,huda-2025,momentum,sponsors_confirmed_v1,,won,2024-06-27,Wolfram + .xyz confirmed; judge identified.,W055 Transcript,2025-09-30T05:22:25.902988+00:00
O-JTBD-W055-HACK-SPONSOR-0002,JTBD-W055-HACK-SPONSOR,huda-2025,plan,pre_travel_ops_checklist,,created,2024-06-27,"Content calendar, DRI for replies, signup tracking sheet.",W055 Transcript,2025-09-30T05:22:25.902995+00:00
O-JTBD-EXEC-B10-W051-LOR-0001,JTBD-EXEC-B10-W051-LOR,huda-2025,plan,lor_tracker_v1,created,,2024-06-15,Columns added; owners assigned; next pings scheduled.,Execution Doc (Part 2 slice),2025-09-30T05:29:21.566979+00:00
O-JTBD-EXEC-B10-W052-TIMELINE-0001,JTBD-EXEC-B10-W052-TIMELINE,huda-2025,plan,app_milestones_board,created,,2024-06-18,Swimlanes added in tracker; three shippables assigned.,Execution Doc (Part 2 slice),2025-09-30T05:29:21.938894+00:00
O-JTBD-EXEC-B10-W053-AWARDS-0001,JTBD-EXEC-B10-W053-AWARDS,huda-2025,tracking,awards_pipeline_v2,updated,conflicts_resolved,2024-06-21,Off-theme awards dropped; evidence links added.,Execution Doc (Part 2 slice),2025-09-30T05:29:22.305479+00:00
O-JTBD-EXEC-B10-W054-PITCH-0001,JTBD-EXEC-B10-W054-PITCH,huda-2025,momentum,teen_vogue_pitch,sent,5_editors,2024-06-25,150‑word pitch + 3 clips attached; follow-up set for +3 days.,Execution Doc (Part 2 slice),2025-09-30T05:29:22.885520+00:00
O-JTBD-EXEC-B10-W055-SPONSOR-0001,JTBD-EXEC-B10-W055-SPONSOR,huda-2025,momentum,sponsor_outreach_wave1,sent,4_companies,2024-06-27,Two meetings tentatively booked pre‑travel.,Execution Doc (Part 2 slice),2025-09-30T05:29:24.149468+00:00
O-JTBD-IMSG-B10-MICRO-0001,JTBD-IMSG-B10-MICRO,huda-2025,momentum,advisor_feedback,received,positive,2024-06-26,Got a reply from one editor; asked for clips.,iMessage Parts (B10 slice),2025-09-30T05:29:26.754722+00:00
O-JTBD-IMSG-B10-MICRO-0002,JTBD-IMSG-B10-MICRO,huda-2025,momentum,sponsor_meetings,booked,2,2024-06-27,Two intro calls scheduled for next week.,iMessage Parts (B10 slice),2025-09-30T05:29:26.754729+00:00
O-JTBD-W060-BRANDING-PRELAUNCH-0001,JTBD-W060-BRANDING-PRELAUNCH,huda-2025,plan,personal_site_v0_spec,,created,2024-07-07,Home + Projects + About; deploy to temp domain.,Weekly Planning + Personal Brand Development,2025-09-30T05:58:00.679925+00:00
O-JTBD-W060-BRANDING-PRELAUNCH-0002,JTBD-W060-BRANDING-PRELAUNCH,huda-2025,momentum,client_outreach_batch1,,booked,2024-07-08,Two local small businesses agreed to interviews.,Weekly Planning + Personal Brand Development,2025-09-30T05:58:00.679932+00:00
O-JTBD-EXEC-PART-SUMMER24-B11-0001,JTBD-EXEC-PART-SUMMER24-B11,huda-2025,tracking,action_register_b11,,updated,2024-07-31,12 open/7 closed; checklist column added.,Execution Doc (summer ’24 slice),2025-09-30T05:58:03.338084+00:00
O-JTBD-IMSG-SUMMER24-B11-0001,JTBD-IMSG-SUMMER24-B11,huda-2025,momentum,advisor_meeting_summer24,,booked,2024-07-12,Local business interview scheduled from text template.,iMessage Part 1–2 (summer ’24 slice),2025-09-30T05:58:05.906198+00:00
O-JTBD-W056-PRE-LONDON-0001,JTBD-W056-PRE-LONDON,huda-2025,plan,outreach_sequences_v1,,created,2024-06-29,3 sequences: reporter/editor/mentor; each has opener + follow-up.,Pre-London Strategic Outreach & Platform Distribution,2025-09-30T06:00:50.577901+00:00
O-JTBD-W056-PRE-LONDON-0002,JTBD-W056-PRE-LONDON,huda-2025,distribution,content_drop_schedule_v1,,created,2024-06-29,Three pre-scheduled ‘postcard’ clips for the travel window.,Pre-London Strategic Outreach & Platform Distribution,2025-09-30T06:00:50.577908+00:00
O-JTBD-W057-ESSAY-SYSTEM-0001,JTBD-W057-ESSAY-SYSTEM,huda-2025,plan,essay_pipeline_v1,,created,2024-07-24,Clip bank → scene cards → beat sheet → thesis → 650 polish.,Essay Work Session,2025-09-30T06:00:53.075240+00:00
O-JTBD-W058-SENIOR-STRAT-0001,JTBD-W058-SENIOR-STRAT,huda-2025,plan,senior_operating_plan_v1,,created,2024-07-27,Two-stream EC + letter plan + essay pivot statement.,Senior Strategy + Essay Pivot,2025-09-30T06:00:55.623486+00:00
O-JTBD-W059-GAMING-IDENTITY-ESSAY-0001,JTBD-W059-GAMING-IDENTITY-ESSAY,huda-2025,plan,essay_revision_plan_w059,,created,2024-07-31,Add 2 scene cards; tighten last line to agency/pride; keep to 650 cap.,Common App Essay—From Gaming Guilt to Pride,2025-09-30T06:00:58.091839+00:00
O-JTBD-W061-EMPOWHER-0001,JTBD-W061-EMPOWHER,huda-2025,plan,post_win_playbook_v1,,created,2024-07-15,Devlog + 90-sec demo + thank-you notes.,W061 Transcript,2025-09-30T06:32:11.267989+00:00
O-JTBD-W062-JCAMP-ID-0001,JTBD-W062-JCAMP-ID,huda-2025,plan,brand_spine_v1,,created,2024-08-21,Five-word spine locked; applied to portfolio header.,W062 Transcript,2025-09-30T06:32:13.874468+00:00
O-JTBD-W063-RECS-ESSAY-0001,JTBD-W063-RECS-ESSAY,huda-2025,plan,recommender_packet_v1,,created,2024-08-24,One-pager + links distributed.,W063 Transcript,2025-09-30T06:32:16.394431+00:00
O-JTBD-W065-ED-PIVOT-0001,JTBD-W065-ED-PIVOT,huda-2025,plan,ED_strategy_v1,,created,2024-09-02,REA Stanford + EA USC confirmed; QuestBridge skipped.,W065 Transcript,2025-09-30T06:32:18.800420+00:00
O-JTBD-W066-PEACHFUZZ-0001,JTBD-W066-PEACHFUZZ,huda-2025,plan,PS_hook_v2,,created,2024-09-10,Hook clarity improved; reveal by ¶2.,W066 Transcript,2025-09-30T06:32:21.515788+00:00
O-JTBD-W066-PEACHFUZZ-0002,JTBD-W066-PEACHFUZZ,huda-2025,plan,recommenders_locked,,created,2024-09-10,English + CS confirmed; one-pagers queued.,W066 Transcript,2025-09-30T06:32:21.515794+00:00
O-JTBD-EXEC-B12-0001,JTBD-EXEC-B12,huda-2025,tracking,action_register_b12,,updated,2024-09-05,Added owners/dues for 10+ items; proofs pinned.,Execution Docs (Parts 1–2 slices),2025-09-30T06:32:26.096109+00:00
O-JTBD-IMSG-B12-0001,JTBD-IMSG-B12,huda-2025,momentum,lor_meeting_booked,,booked,2024-08-21,CS teacher meeting scheduled via template.,iMessage (Parts 1–2 slices),2025-09-30T06:32:28.676311+00:00
O-JTBD-W068-MAJOR-GAMING-PIVOT-0001,JTBD-W068-MAJOR-GAMING-PIVOT,huda-2025,plan,commonapp_essay_v2,drafted,updated,2024-09-30,Essay pivoted to emphasize gaming identity aligned with CS/AI major.,W068 Transcript,2025-09-30T07:13:29.594984+00:00
O-JTBD-W069-USC-ESSAYS-STRATEGY-0001,JTBD-W069-USC-ESSAYS-STRATEGY,huda-2025,plan,usc_essays_v1,drafted,created,2024-10-02,USC essays drafted with AI + journalism framing.,W069 Transcript,2025-09-30T07:13:32.652359+00:00
O-JTBD-W070-UC-CONSOLIDATION-0001,JTBD-W070-UC-CONSOLIDATION,huda-2025,plan,uc_essays_final,final,submitted,2024-10-05,UC essays consolidated into final submitted set.,W070 Transcript,2025-09-30T07:13:35.172070+00:00
O-JTBD-W071-STANFORD-SUPPLEMENTS-0001,JTBD-W071-STANFORD-SUPPLEMENTS,huda-2025,plan,stanford_supplements_v2,drafted,updated,2024-10-06,Refined supplements with proof artifacts and narrative clarity.,W071 Transcript,2025-09-30T07:13:38.063809+00:00
O-JTBD-EXEC-PART1-2-B13-0001,JTBD-EXEC-PART1-2-B13,huda-2025,tracking,action_register_b13,updated,created,2024-10-06,"Action register updated with UC, Stanford, and USC essay tasks.",Execution Docs (Part1+2),2025-09-30T07:13:41.272697+00:00
O-JTBD-IMSG-PART1-3-B13-0001,JTBD-IMSG-PART1-3-B13,huda-2025,momentum,peer_review_request_sent,booked,done,2024-09-20,Draft shared with peer reviewer after Jenny’s nudge.,iMessage Docs (Part1-3),2025-09-30T07:13:43.796740+00:00
O-JTBD-W072-STANFORD-REFINE-0001,JTBD-W072-STANFORD-REFINE,huda-2025,draft,stanford_supp_v2,iteration,created,2024-10-06,Reframed generic claim into concrete anecdote; cut 87 words.,W072 Transcript,2025-09-30T07:33:54.404209+00:00
O-JTBD-W073-CA-FINAL-0001,JTBD-W073-CA-FINAL,huda-2025,draft,commonapp_ps_vFinal,final,created,2024-10-07,Locked 648/650 words; reduced abstractions; cadence polished.,W073 Transcript,2025-09-30T07:33:57.616412+00:00
O-JTBD-W074-UNC-REFINE-0001,JTBD-W074-UNC-REFINE,huda-2025,draft,unc_supp_v2,iteration,updated,2024-10-09,Adjusted angle; added link placeholders for artifacts.,W074 Transcript,2025-09-30T07:34:01.386522+00:00
O-JTBD-W075-CA-FINAL-PARENT-AI-0001,JTBD-W075-CA-FINAL-PARENT-AI,huda-2025,draft,commonapp_ps_parent_ai_vFinal,final,created,2024-10-12,Added bazaar anecdote; tightened generalizations; locked wording.,W075 Transcript,2025-09-30T07:34:05.457979+00:00
O-JTBD-W077-USC-SHORTS-0001,JTBD-W077-USC-SHORTS,huda-2025,draft,usc_shorts_v3,iteration,finalized,2024-10-15,Short answers locked; movie analogy clarified; 2×100c responses polished.,W077 Transcript,2025-09-30T07:34:08.855920+00:00
O-JTBD-EXEC-PART2-B14-0001,JTBD-EXEC-PART2-B14,huda-2025,tracking,action_register_v3,iteration,updated,2024-10-15,Owners/dues tightened; open items reduced from 18→9.,Execution Doc Part 2 (slice B14),2025-09-30T07:34:12.838981+00:00
O-JTBD-EXEC-PART2-B14-0002,JTBD-EXEC-PART2-B14,huda-2025,registry,evidence_link_table_v1,creation,created,2024-10-06,4-column table added; four proofs linked by 10/15.,Execution Doc Part 2 (slice B14),2025-09-30T07:34:12.838987+00:00
O-JTBD-EXEC-PART2-B14-0003,JTBD-EXEC-PART2-B14,huda-2025,communication,recommender_followups_v2,iteration,sent,2024-10-07,3-liner follow-ups to two teachers with files attached.,Execution Doc Part 2 (slice B14),2025-09-30T07:34:12.838993+00:00
O-JTBD-EXEC-PART2-B14-0004,JTBD-EXEC-PART2-B14,huda-2025,content_bank,short_answer_bank_v1,creation,created,2024-10-09,12 banked snippets using image→verb→why-now.,Execution Doc Part 2 (slice B14),2025-09-30T07:34:12.838999+00:00
O-JTBD-EXEC-PART2-B14-0005,JTBD-EXEC-PART2-B14,huda-2025,planning,deadlines_rag_calendar_v1,creation,published,2024-10-15,R/A/G view added to weekly plan; amber items scheduled first.,Execution Doc Part 2 (slice B14),2025-09-30T07:34:12.839005+00:00
O-JTBD-IMSG-PART2-B14-0001,JTBD-IMSG-PART2-B14,huda-2025,momentum,recommender_meeting_booked_A,progress,booked,2024-10-10,Slot confirmed via 3-liner template.,iMessage Part 2 (slice B14),2025-09-30T07:34:16.118296+00:00
O-JTBD-IMSG-PART2-B14-0002,JTBD-IMSG-PART2-B14,huda-2025,draft,usc_short_100c_v3,iteration,shipped,2024-10-09,Variant chosen from 3 options.,iMessage Part 2 (slice B14),2025-09-30T07:34:16.118303+00:00
O-JTBD-IMSG-PART2-B14-0003,JTBD-IMSG-PART2-B14,huda-2025,evidence,synthoria_clip_linked,creation,added,2024-10-09,Proof link inserted in Evidence table.,iMessage Part 2 (slice B14),2025-09-30T07:34:16.118309+00:00
O-JTBD-IMSG-PART2-B14-0004,JTBD-IMSG-PART2-B14,huda-2025,planning,weekly_plan_sent,iteration,sent,2024-10-13,Plan DM’d with R/A/G priorities.,iMessage Part 2 (slice B14),2025-09-30T07:34:16.118315+00:00
O-JTBD-IMSG-PART2-B14-0005,JTBD-IMSG-PART2-B14,huda-2025,communication,polite_delay_email_sent,iteration,sent,2024-10-13,Graceful follow-up to teacher with two times.,iMessage Part 2 (slice B14),2025-09-30T07:34:16.118320+00:00
O-JTBD-W078-USC-DIFF-0001,JTBD-W078-USC-DIFF,huda-2025,plan,usc_outline_v2,draft,created,2024-10-17,Per-prompt outlines with scene + proof link slots.,W078 Transcript,2025-09-30T07:53:28.772768+00:00
O-JTBD-W078-USC-DIFF-0002,JTBD-W078-USC-DIFF,huda-2025,asset,portfolio_crosslinks_v1,evidence,added,2024-10-17,Added two proof links to activity bullets.,W078 Transcript,2025-09-30T07:53:28.772776+00:00
O-JTBD-W079-REA-REVIEW-0001,JTBD-W079-REA-REVIEW,huda-2025,plan,rea_preflight_v1,checklist,completed,2024-10-22,"Typos, links, activity order, Additional Info trimmed.",W079 Transcript,2025-09-30T07:53:31.730527+00:00
O-JTBD-W079-REA-REVIEW-0002,JTBD-W079-REA-REVIEW,huda-2025,asset,usc_sup_v2_polish,draft,updated,2024-10-22,Cut repetition vs. Stanford; added proof link to synthoria clip.,W079 Transcript,2025-09-30T07:53:31.730534+00:00
O-JTBD-W080-REA-SUBMIT_USC-POLISH-0001,JTBD-W080-REA-SUBMIT_USC-POLISH,huda-2025,milestone,stanford_rea_package,submission,submitted,2024-10-27,Common App + Stanford short answers + Activities + AI.,W080 Transcript,2025-09-30T07:53:35.416814+00:00
O-JTBD-W080-REA-SUBMIT_USC-POLISH-0002,JTBD-W080-REA-SUBMIT_USC-POLISH,huda-2025,asset,usc_shortanswers_v3,draft,updated,2024-10-27,Added 2 concrete outcome lines and plan snippet.,W080 Transcript,2025-09-30T07:53:35.416824+00:00
O-JTBD-W081-UIUC-SCHOLARSHIPS-0001,JTBD-W081-UIUC-SCHOLARSHIPS,huda-2025,asset,uiuc_v2_approved,review,approved,2024-10-29,Minor edit: add Synthoria one-liner.,W081 Transcript,2025-09-30T07:53:38.844193+00:00
O-JTBD-W081-UIUC-SCHOLARSHIPS-0002,JTBD-W081-UIUC-SCHOLARSHIPS,huda-2025,plan,scholarship_queue_v1,checklist,created,2024-10-29,ELKS → Reagan → local funds; reuse 150w core.,W081 Transcript,2025-09-30T07:53:38.844200+00:00
O-JTBD-W082-CSS-FAID-0001,JTBD-W082-CSS-FAID,huda-2025,asset,css_special_circumstances_note_v1,draft,created,2024-11-11,States 2023 income anomaly; both parents’ current work status; need for aid.,W082 Transcript,2025-09-30T07:53:42.711683+00:00
O-JTBD-W082-CSS-FAID-0002,JTBD-W082-CSS-FAID,huda-2025,milestone,css_profile_status,form,completed,2024-11-11,Submitted to target private schools within window.,W082 Transcript,2025-09-30T07:53:42.711709+00:00
O-JTBD-IMSG-B15-0001,JTBD-IMSG-B15,huda-2025,momentum,advisor_review_slot,booking,booked,2024-10-19,10-min review scheduled via template.,iMessage Part 2/3 slices,2025-09-30T07:53:45.905149+00:00
O-JTBD-IMSG-B15-0002,JTBD-IMSG-B15,huda-2025,asset,scholarship_core_150w_v1,draft,created,2024-11-10,Reusable mini-narrative for multiple applications.,iMessage Part 2/3 slices,2025-09-30T07:53:45.905155+00:00
O-JTBD-IMSG-B15-0001,JTBD-IMSG-B15,huda-2025,momentum,advisor_review_slot,booking,booked,2024-10-19,10-min review scheduled via template.,iMessage Part 2/3 slices,2025-09-30T07:53:49.590342+00:00
O-JTBD-IMSG-B15-0002,JTBD-IMSG-B15,huda-2025,asset,scholarship_core_150w_v1,draft,created,2024-11-10,Reusable mini-narrative for multiple applications.,iMessage Part 2/3 slices,2025-09-30T07:53:49.590353+00:00
O-JTBD-W083-UC-VOICE-0001,JTBD-W083-UC-VOICE,huda-2025,plan,uc_outline_v2,,created,2024-11-16,Revised outline with one scene per PIQ + 1-line north star.,W083 Transcript,2025-09-30T08:13:25.305117+00:00
O-JTBD-W084-UC-METAPHOR-0001,JTBD-W084-UC-METAPHOR,huda-2025,plan,metaphor_bank_v1,,created,2024-11-20,List of 12 grounded images; flagged 4 clichés to remove.,W084 Transcript,2025-09-30T08:13:29.294944+00:00
O-JTBD-W085-UT-AUSTIN-MIT-BRIDGE-0001,JTBD-W085-UT-AUSTIN-MIT-BRIDGE,huda-2025,submission,ut_austin_applytexas_essay,,submitted,2024-11-21,Final proofed; tone audit passed.,W085 Transcript,2025-09-30T08:13:32.460123+00:00
O-JTBD-W085-UT-AUSTIN-MIT-BRIDGE-0002,JTBD-W085-UT-AUSTIN-MIT-BRIDGE,huda-2025,plan,mit_brainstorm_doc_v1,,created,2024-11-21,Three candidate anecdotes + artifact links placeholder.,W085 Transcript,2025-09-30T08:13:32.460129+00:00
O-JTBD-W086-MIT-UPENN-0001,JTBD-W086-MIT-UPENN,huda-2025,draft,mit_unexpected_v2,,created,2024-11-27,"Added label-flip, one-line bias beat, and room specifics (poster/keyboard).",W086 Transcript,2025-09-30T08:13:35.266307+00:00
O-JTBD-W086-MIT-UPENN-0002,JTBD-W086-MIT-UPENN,huda-2025,plan,upenn_dmd_artifact_list_v1,,created,2024-11-27,Short demo links + README checklist for portfolio coherence.,W086 Transcript,2025-09-30T08:13:35.266313+00:00
O-JTBD-W087-UC-REFINE-LIST-0001,JTBD-W087-UC-REFINE-LIST,huda-2025,draft,uc_subject_v3,,created,2024-11-20,Hook tightened to data diary → applied acne detector; ethical AI tied to inclusivity panel.,W087 Transcript,2025-09-30T08:13:38.313354+00:00
O-JTBD-W087-UC-REFINE-LIST-0002,JTBD-W087-UC-REFINE-LIST,huda-2025,plan,college_list_v2,,updated,2024-11-20,Marked leverage/funding/department strength per school.,W087 Transcript,2025-09-30T08:13:38.313361+00:00
O-JTBD-EXEC-PART2-B16-0001,JTBD-EXEC-PART2-B16,huda-2025,plan,uc_outline_v2,,updated,2024-11-16,Scene per PIQ mapped to artifacts list.,Execution Doc (Part 2) — Batch 16 slice,2025-09-30T08:13:41.322471+00:00
