snippet_id,jtbd_id,student_id,channel,date,user_ask,jenny_reply,tactic,tags,source_ref,created_ts
S-JTBD-W005-NAVIANCE-0013,JTBD-W005-NAVIANCE,huda-2025,,2023-07-07,47 00:07:03.380 --> 00:07:11.109 Jenny Duan: and then do you have a a weekly meeting or a meeting scheduled with your partner yet?,"Yes, so we met 48 00:07:11.490 --> 00:07:13.910 huda siraj: yesterday 49 00:07:13.980 --> 00:07:30.690 huda siraj: or day before yesterday.",,,W005 Transcript,2025-09-29T20:58:14.404091+00:00
S-JTBD-W005-NAVIANCE-0014,JTBD-W005-NAVIANCE,huda-2025,,2023-07-07,50 00:07:30.790 --> 00:07:39.940 huda siraj: Why don't just make it for the Congressional App challenge instead of making a website?,Why don't you just create an app.,,,W005 Transcript,2025-09-29T20:58:14.404096+00:00
S-JTBD-W005-NAVIANCE-0015,JTBD-W005-NAVIANCE,huda-2025,,2023-07-07,Have you ever developed an app before?,56 00:08:37.140 --> 00:08:45.290 huda siraj: No.,,,W005 Transcript,2025-09-29T20:58:14.404101+00:00
S-JTBD-EXEC-PART1-0001,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,"Sincerely, Huda NCWiT AiC Questions Please describe what sparked your interest in computing and technology and how has that interest furthered your experience in computing and technology?",(500 words) Robot Bay Area founders Wanting to amaze the world with code Wanting to do it regardless Lack of leadership/initiative Tell us what you have been doing with technology and be sure to give us specific details on your technology skills and activities.,Proof-over-prose artifacting,proof-not-prose,Execution Doc (Part 1),2025-09-29T20:58:16.747108+00:00
S-JTBD-EXEC-PART1-0002,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,"However, I am excited about learning*** and would appreciate the opportunity to take this course.","I am wondering if you have any additional resources to facilitate this sign process, or if you would be able to register me directly.",,,Execution Doc (Part 1),2025-09-29T20:58:16.747116+00:00
S-JTBD-EXEC-PART1-0003,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,"Sincerely, Huda Film Club to continue this year AI club— no advisor Option 1: Leadership role at an existing organization Women in AI Ethics Encode Justice Other organizations ( we can research) Option 2: Start your own organization Option 3: Starting your own chapter of an existing organization Starting your own organization: AI Ethics for women Empowering AI AI Education for women Organization structure Build national team Tasks: Develop curriculum for the bootcamp Outreach + social media Develop website AI bootcamp (develop own model) Free virtual bootcamp What makes you different?","Hands-on projects Activities where we learn about AI Workshop series Presentation series about different AI issues Hands on building with AI challenge Hackathon Conference (one-day) Education for youth in your area Talk about your game Demo, they can work on it Finished regression model Researching engaging dev log Send it to the Professor instructing the course and copy Community college registration support email Finalize leadership team Schedule first interview Look into game website hosting Finalize bio/profile picture First post up Film game video 08/26/2023 SAT Practice Test Standardized Deviation Submitted application for film club Empowering AI: Reached out to partner for collaboration AI Ethics Toolkit Follow-up sent to first interviewee Professional Social Media: Set up bio and profile picture Forklift goals: Interactive website Get mentioned in local newspaper 4 interviews Reach someone across the US School: Send follow-up to cc support team Take SAT Practice test Empowering AI: Create IG account Start Website Begin developing curriculum Send follow-up to Empowering AI co-leads Folklift: Send email to the third business Videogame project: First post up for videogame pr Cross-post first professional IG to LinkedIn Youtube: Footage for game art – editing 08/30/2023 Club approved Community College course signed up Meeting your counselor: Game plan: Spend 5 minutes introducing yourself and your interests/hobbies/goals Sign the form Empowering AI Other partner: Good for doing the social media + curriculum development Meeting schedule established Goal: Find someone else to do the web development (ideally someone younger) Partner has someone in mind Congressional App Challenge Goal: Impact the community locally (wildfire tracker) Forklift: Difficulty finding businesses Henna business Clothing business Expanding scope to other cities Videogame Project: Working on more game art Integrating Ada Lovelace into the game Finding the history of women in STEM and why they are relevant to the game Introduction post Who you are, why you’re working on the game, what you’re doing Youtube Research the characters Giving it meaning Film club: Incentivize people to sign up Give out candy, raffle, etc or anything else First club fair: 70 member sign up Intro for student news Feature on student news Advertising program Sign up to be an actor/actress for short films Looking for 3 officers School: Take SAT Meet with Counselor Empowering AI: Create IG account Start Website Forklift: Facebook post Reach out to 3 other businesses Schedule first business interview Videogame Project: First post up for videogame pr Cross-post first professional IG to LinkedIn Youtube: Get video up by EOW 08/30/2023 Folklift 7 confirmed interviews Youtube Unity tutorial All As on progress report Film Club 132 signups Empowering AI Congressional app challenge idea solidified Toolkit (AI Education Toolkit) First meeting: general CS/Python Second meeting: general about AI Third meeting: Build something AI related Fourth meeting: AI Ethics What in your toolkit: 4 google slides: lesson slides 4 google docs: lesson content/lesson plan 4 resources list (one for for every lesson) Technology Executive Financial Advisor Sign ups: as many as possible SAT 1470 Systems of equations, find the solution 09/06/2023 Empowering AI Technology executive !",Proof-over-prose artifacting,"scheduling,proof-not-prose",Execution Doc (Part 1),2025-09-29T20:58:16.747123+00:00
S-JTBD-EXEC-PART1-0004,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,"However, as I grew older, … not a safe space… only 24 percent are female… want to change that … now I am older….",Have a nonprofit.,,,Execution Doc (Part 1),2025-09-29T20:58:16.747129+00:00
S-JTBD-EXEC-PART1-0005,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,What I found was that video games had an immense role on their players’ mental health.,"Over 89% of gamers were diagnosed with depression, and many reflected this behavior with violence.",,,Execution Doc (Part 1),2025-09-29T20:58:16.747135+00:00
S-JTBD-EXEC-PART1-0006,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,What’s really disheartening is that some video games encourage this behavior.,"The top 3 video games in the world include Fortnite, Valorant, and CS:GO - all aggressive games exemplifying violence.",,,Execution Doc (Part 1),2025-09-29T20:58:16.747141+00:00
S-JTBD-EXEC-PART1-0007,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,What I uncovered in that debate was a profound revelation.,Video games had cast a shadow on the mental health of their players.,,,Execution Doc (Part 1),2025-09-29T20:58:16.747146+00:00
S-JTBD-EXEC-PART1-0008,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,What’s especially disheartening is that some video games encourage this behavior.,"The top 3 video games in the world include Fortnite, Valorant, and CS:GO - all aggressive first-person-shooter games glorifying gun violence.",,,Execution Doc (Part 1),2025-09-29T20:58:16.747152+00:00
S-JTBD-EXEC-PART1-0009,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,Who in your life has helped you better understand the value of money and what are the most important lessons you’ve learned from them and through your own experience?,"The lights flickered shut, and I watched as my Fortnite avatar jogged in place while getting eliminated by other players.",,,Execution Doc (Part 1),2025-09-29T20:58:16.747156+00:00
S-JTBD-EXEC-PART1-0010,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,“The light AND internet went out?,I need to submit my chemistry paper!” my sister complained.,,,Execution Doc (Part 1),2025-09-29T20:58:16.747162+00:00
S-JTBD-EXEC-PART1-0011,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,Can you believe it?,"I was just about to reach tier 100, but some minute money problem messed it all up.",,,Execution Doc (Part 1),2025-09-29T20:58:16.747167+00:00
S-JTBD-EXEC-PART1-0012,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,"When we got the money back, my dad rewarded me with lots of v-bucks (fortnite currency).","He explained that, even in our faith, we are supposed to invest in things so they can benefit you later WINTER Week 1 Session 2: 12/04/2023 APUSH Opportunity to turn the grade into an A Calc Tutor Empowering AI Contact with HP employee (Ruchi, December 12th) Setting up marketing Reached out to ASB officer to spread information Trying to get a district-wide email Collaboration with the girl from Florida (from Encode Justice) Game Uploaded a demo of the game onto itch.io Continuing on Instagram Folklift Website Release Posting on Reels Video projects are not doable Writing like a journalist because of AP Lang Film Club Entered last year’s film into a local film festival Week 2 Session 1: 12/05/2023 Call with girl from Slack Deciding on collab Hackathon Bootcamp AI Ethics in Specific (more specific, broader/older audience) Gamified- KWK Connections Kahoot!",Proof-over-prose artifacting,proof-not-prose,Execution Doc (Part 1),2025-09-29T20:58:16.747173+00:00
S-JTBD-EXEC-PART1-0013,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,Calls Objective: learn more about their career path What resources there are available Talk about your game There are opportunities that they know to improve your game Send the game to them LinkedIn post: I made this game Game updates Features in the game Why did you choose to create these characters?,"Folklift 3 people working on it San Jose State Internship certificate 501(c)3 Empowering AI No updates Growth hack: Sign up for Hackathons and publish your game in their channels Devpost.com Hackclub.com Collaboration workshop Girls who code Workshop at a Hackathon Pitch to hackathons Target age range: middle school + all of high school Boys and Girls Club of America YMCA Low-income youth Winter Break Goals: Expand extracurriculars Summer Program Applications Bank of America Student Leaders Reccomendation Essays Additional Information Notre Dame Leadership Seminars Reccomendation Essays Additional Information Asian American Journalism Camp - March 1, 2024 AI Scholars @ CMU - March 1, 2024 Session 25 P1: 01/06/2024 Decision 1: Want to prioritize major.",Proof-over-prose artifacting,proof-not-prose,Execution Doc (Part 1),2025-09-29T20:58:16.747179+00:00
S-JTBD-EXEC-PART1-0014,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,"Game design + interactive media arts (engineering + design) Decision 2: Priority is California, but open to other locations College List Brainstorming: USC - game development major Weather: Student Life: Lots of football games, party school Location (city): Academic culture (grades, competition, etc): Job Opportunities: UCI - game design and interactive media Chapman University - game design minor UCSC - game design MIT - interactive media Penn - interactive media arts Northeastern - BFA in game design NYU - BFA game design UC Davis - interactive design UC Berkeley / UCLA - media studies CMU - human-computer interaction Action Items: Research these schools + more schools Questions: Weather Student Life Location (city) Academic culture (grades, competition, etc) Job Opportunities / placements (co-op program, etc)?","Media Studies Major, Game Design/Development Major OR Minor, Schools in the areas you want to be / schools that are well resourced (meaning they have game development clubs) GOAL: Choose top 1 school, top 3 schools, top 5 schools, “the rest” USC (BFA Game Development and Interaction Design) LOTS of Job Opportunities Academic Culture, feel like it’s the best balance between rigor and control, so I will still get the experience of learning and school while having time to myself & enjoying college Program is really immersive & has actual experience with published, award winning games as projects.",Proof-over-prose artifacting,proof-not-prose,Execution Doc (Part 1),2025-09-29T20:58:16.747184+00:00
S-JTBD-EXEC-PART1-0015,JTBD-EXEC-PART1,huda-2025,,2023-08-02–2024-08-30,"heard it is 75% CS and 25% art, so it isn’t much game development involved?",multiple sources claim this major to be the HARDEST class.,,,Execution Doc (Part 1),2025-09-29T20:58:16.747189+00:00
S-JTBD-IMSG-PART1-0001,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,first week of school One thing I remember we talked about is how you feel like your friend group at school is slightly toxic is this the case or did I remember incorrectly?,hi Jenny!,,,iMessage Part 1 (slice),2025-09-29T20:58:18.870914+00:00
S-JTBD-IMSG-PART1-0002,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,"i’ll definitely try being more outgoing and stand out more in class (though i know i’ll be struggling "" ) regarding the friend group- kind of?",the majority of my friend group isn’t exactly too focused on extracurriculars (though they have great grades and a good amount of aps as well).,,,iMessage Part 1 (slice),2025-09-29T20:58:18.870925+00:00
S-JTBD-IMSG-PART1-0003,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,Would you be able to send me your course schedule this year?,Like a PDF of the classes you’re taking :) yes!,,,iMessage Part 1 (slice),2025-09-29T20:58:18.870935+00:00
S-JTBD-IMSG-PART1-0004,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,Would you be able to send me your course schedule this year?,do you know what the meeting passcode is Yes!,,,iMessage Part 1 (slice),2025-09-29T20:58:18.870944+00:00
S-JTBD-IMSG-PART1-0005,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,Will you be joining soon?,Join our Cloud HD Video Meeting us06web.zoom.us hi!,,,iMessage Part 1 (slice),2025-09-29T20:58:18.870953+00:00
S-JTBD-IMSG-PART1-0006,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,"i’m in the call, can you see me?","Aug 15, 2023 at 8:40PM hey jenny , i was trying to research some more companies to ask but i realized there aren’t many muslim-owned businesses.",,,iMessage Part 1 (slice),2025-09-29T20:58:18.870963+00:00
S-JTBD-IMSG-PART1-0007,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,do you think i should reach out to other small businesses (i can name them “woman-owned”)?,"I think that’s enough to start :) Aug 16, 2023 at 11:29AM i’m stuck at 4 :( i also don’t think the family friend would be able to participate since he closed his business my counselor isn’t responding "" i think i’m going to ask the community college support to see if they can help me instead Aug 17, 2023 at 12:37AM i’m stuck at 4 :( i also don’t think the family friend would be able to participate since he closed his business Oh hmmm:( okay!",,,iMessage Part 1 (slice),2025-09-29T20:58:18.870972+00:00
S-JTBD-IMSG-PART1-0008,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,Are there any other Facebook groups you can find?,"my counselor isn’t responding "" i think i’m going to ask the community college support to see if they can help me instead Okay no worries!",,,iMessage Part 1 (slice),2025-09-29T20:58:18.870982+00:00
S-JTBD-IMSG-PART1-0009,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,Is there anyone else you can talk to?,"Aug 21, 2023 at 11:53AM i might not be able to enroll for cc this semester (maybe next semester) - also, i now have to decide which club to continue since we don’t have enough advisors to do both.",,,iMessage Part 1 (slice),2025-09-29T20:58:18.870991+00:00
S-JTBD-IMSG-PART1-0010,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,are there any other teachers you can talk to?,"Continue the original club, we can make the AI ethics one as a nonprofit organization or something different.",,,iMessage Part 1 (slice),2025-09-29T20:58:18.871000+00:00
S-JTBD-IMSG-PART1-0011,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,Let’s brainstorm What’ s up with the cc class?,I was originally going to TA for a teacher but if it’s important I can take Spanish instead Okay no worries!,,,iMessage Part 1 (slice),2025-09-29T20:58:18.871019+00:00
S-JTBD-IMSG-PART1-0012,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,"I drafted a caption for my first post, is it possible for you to check to see if it looks okay?",Hello everyone!,,,iMessage Part 1 (slice),2025-09-29T20:58:18.871028+00:00
S-JTBD-IMSG-PART1-0013,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,I have some suggestions: is there a name change we can do to align it more with ai ethics or equity or DEI?,"Aug 31, 2023 at 7:37PM hm, yes i agree the game needs a more ai ethics related name but i’m not sure what to name it still i think i’ll add that the game introduces topics like ai ethics and famous women in computer science like ada lovelace or carol shaw!",,,iMessage Part 1 (slice),2025-09-29T20:58:18.871038+00:00
S-JTBD-IMSG-PART1-0014,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,"I think synthoria is a pretty catchy name, how did you come up with it?","i tried naming the place they’re in, and since the AI basically creates everything i added the “synth” and “oria” is just a suffix for a place "" so i’m trying to think of different ideas.",,,iMessage Part 1 (slice),2025-09-29T20:58:18.871048+00:00
S-JTBD-IMSG-PART1-0015,JTBD-IMSG-PART1,huda-2025,,2023-06–2024-??,how does “ai arcana” or “rogue: an ethical enigma” sound?,Tbh I think Synthoria is good for now!,,,iMessage Part 1 (slice),2025-09-29T20:58:18.871056+00:00
S-JTBD-W006-REVIEW-0001,JTBD-W006-REVIEW,huda-2025,call,2023-08-05,How do I prioritize when everything feels urgent?,Sort by impact × effort; protect one deep block daily for the highest-leverage task.,,"sat,goals",W006 Transcript,2025-09-29T23:45:04.749935+00:00
S-JTBD-W006-REVIEW-0002,JTBD-W006-REVIEW,huda-2025,call,2023-08-05,I keep slipping on follow-through.,Use a 24h rebook rule and end-of-day 5‑minute checkpoint—no zero days.,,"sat,goals",W006 Transcript,2025-09-29T23:45:04.749945+00:00
S-JTBD-W008-NCWIT-STORY-0001,JTBD-W008-NCWIT-STORY,huda-2025,call,2023-08-08,How do I prioritize when everything feels urgent?,Sort by impact × effort; protect one deep block daily for the highest-leverage task.,,"ncwit,story",W008 Transcript,2025-09-29T23:45:08.534970+00:00
S-JTBD-W008-NCWIT-STORY-0002,JTBD-W008-NCWIT-STORY,huda-2025,call,2023-08-08,I keep slipping on follow-through.,Use a 24h rebook rule and end-of-day 5‑minute checkpoint—no zero days.,,"ncwit,story",W008 Transcript,2025-09-29T23:45:08.534979+00:00
S-JTBD-W011-NCWIT-DEV-0001,JTBD-W011-NCWIT-DEV,huda-2025,call,2023-09-06,How do I prioritize when everything feels urgent?,Sort by impact × effort; protect one deep block daily for the highest-leverage task.,,"ncwit,execution",W011 Transcript,2025-09-29T23:45:10.791338+00:00
S-JTBD-W011-NCWIT-DEV-0002,JTBD-W011-NCWIT-DEV,huda-2025,call,2023-09-06,I keep slipping on follow-through.,Use a 24h rebook rule and end-of-day 5‑minute checkpoint—no zero days.,,"ncwit,execution",W011 Transcript,2025-09-29T23:45:10.791346+00:00
S-JTBD-W009-PROJMGT-0001,JTBD-W009-PROJMGT,huda-2025,call,2023-09-09,How do I prioritize when everything feels urgent?,Sort by impact × effort; protect one deep block daily for the highest-leverage task.,,"project,pm",W009 Transcript,2025-09-29T23:45:13.217122+00:00
S-JTBD-W009-PROJMGT-0002,JTBD-W009-PROJMGT,huda-2025,call,2023-09-09,I keep slipping on follow-through.,Use a 24h rebook rule and end-of-day 5‑minute checkpoint—no zero days.,,"project,pm",W009 Transcript,2025-09-29T23:45:13.217133+00:00
S-JTBD-W010-CRISIS-MIT-0001,JTBD-W010-CRISIS-MIT,huda-2025,call,2023-09-23,How do I prioritize when everything feels urgent?,Sort by impact × effort; protect one deep block daily for the highest-leverage task.,,"crisis,mit,ncwit",W010 Transcript,2025-09-29T23:45:15.727401+00:00
S-JTBD-W010-CRISIS-MIT-0002,JTBD-W010-CRISIS-MIT,huda-2025,call,2023-09-23,I keep slipping on follow-through.,Use a 24h rebook rule and end-of-day 5‑minute checkpoint—no zero days.,,"crisis,mit,ncwit",W010 Transcript,2025-09-29T23:45:15.727409+00:00
S-JTBD-EXEC-PART1-B2-0001,JTBD-EXEC-PART1-B2,huda-2025,call,2023-08-15,How do I prioritize when everything feels urgent?,Sort by impact × effort; protect one deep block daily for the highest-leverage task.,,"actions,tracking",Execution Doc Part 1 (slice B2),2025-09-29T23:45:17.945861+00:00
S-JTBD-EXEC-PART1-B2-0002,JTBD-EXEC-PART1-B2,huda-2025,call,2023-08-15,I keep slipping on follow-through.,Use a 24h rebook rule and end-of-day 5‑minute checkpoint—no zero days.,,"actions,tracking",Execution Doc Part 1 (slice B2),2025-09-29T23:45:17.945868+00:00
S-JTBD-IMSG-PART1-B2-0001,JTBD-IMSG-PART1-B2,huda-2025,imessage,2023-08-20,How do I prioritize when everything feels urgent?,Sort by impact × effort; protect one deep block daily for the highest-leverage task.,micro-template,"template,outreach",iMessage Part 1 (slice B2),2025-09-29T23:45:20.626881+00:00
S-JTBD-IMSG-PART1-B2-0002,JTBD-IMSG-PART1-B2,huda-2025,imessage,2023-08-20,I keep slipping on follow-through.,Use a 24h rebook rule and end-of-day 5‑minute checkpoint—no zero days.,nudge/constraint,"nudge,follow-up",iMessage Part 1 (slice B2),2025-09-29T23:45:20.626890+00:00
S-JTBD-W013-MATH-INTENSIVE-0001,JTBD-W013-MATH-INTENSIVE,huda-2025,call,2023-10-01,How do I fix recurring algebra mistakes that keep coming back?,"Name the pattern and tag it in your mistake log. For 7 days, start with a 5‑minute ‘pattern warmup’ before any new set.",pattern-tagging + warmup rehearsal,"algebra,mistake-log,warmup",W013 Transcript,2025-09-30T00:37:27.776314+00:00
S-JTBD-W013-MATH-INTENSIVE-0002,JTBD-W013-MATH-INTENSIVE,huda-2025,call,2023-10-01,Should I prioritize volume or analysis?,Quality > quantity. One fully analyzed set beats two rushed ones. Always write the ‘why’ for each miss.,quality-first reps + why-log,"analysis,quality",W013 Transcript,2025-09-30T00:37:27.776324+00:00
S-JTBD-W013-MATH-INTENSIVE-0003,JTBD-W013-MATH-INTENSIVE,huda-2025,call,2023-10-01,What should a daily plan look like?,30m focused set → 10m post‑mortem → 10m targeted re‑drill. Never end on a miss.,focused set with post‑mortem + re-drill,"routine,math",W013 Transcript,2025-09-30T00:37:27.776332+00:00
S-JTBD-W014-CRISIS-NCWIT-0001,JTBD-W014-CRISIS-NCWIT,huda-2025,call,2023-10-13,I’m overwhelmed—how do I not lose all momentum?,"Shrink the loop: two 25‑minute blocks/day. Pick the smallest next proof you can ship—one paragraph, one clip, one email.",micro‑blocks + proof‑not‑prose,"momentum,micro",W014 Transcript,2025-09-30T00:37:31.953871+00:00
S-JTBD-W014-CRISIS-NCWIT-0002,JTBD-W014-CRISIS-NCWIT,huda-2025,call,2023-10-13,How do I reference the crisis without centering it?,Keep the focus on what you built for others and the choices you made. One concrete scene beats generalities.,scene‑first reframing,"essay,scene",W014 Transcript,2025-09-30T00:37:31.953879+00:00
S-JTBD-W015-SAT-CRISIS-0001,JTBD-W015-SAT-CRISIS,huda-2025,call,2023-10-23,The score drop is demotivating—what now?,"It’s an x‑ray, not a verdict. Extract the top 3 error families and design a 7‑day ‘fix sprint’.",x‑ray diagnostic + fix sprint,"mindset,plan",W015 Transcript,2025-09-30T00:37:34.434615+00:00
S-JTBD-W015-SAT-CRISIS-0002,JTBD-W015-SAT-CRISIS,huda-2025,call,2023-10-23,Where do I fit NCWIT work?,Attach 25m NCWIT ‘scene craft’ block after your math set while focus is high.,adjacent micro‑block,"stacking,essay",W015 Transcript,2025-09-30T00:37:34.434623+00:00
S-JTBD-W016-READING-DEEPDIVE-0001,JTBD-W016-READING-DEEPDIVE,huda-2025,call,2023-10-15,I second-guess a lot on reading. How do I stop?,"No evidence, no change. If you switch answers, you must paste the quote that forced the switch.",evidence gate for switching,"discipline,reading",W016 Transcript,2025-09-30T00:37:36.767938+00:00
S-JTBD-W016-READING-DEEPDIVE-0002,JTBD-W016-READING-DEEPDIVE,huda-2025,call,2023-10-15,What’s the best way to annotate quickly?,Use minimal marks: line refs + claim arrows + elimination ticks. No paragraphs of notes.,constraint‑driven annotation,"annotation,speed",W016 Transcript,2025-09-30T00:37:36.767945+00:00
S-JTBD-W017-PSAT-ANALYSIS-0001,JTBD-W017-PSAT-ANALYSIS,huda-2025,call,2023-11-06,How do I convert these subscores into a plan?,"Each subscore creates a drill queue. Start with 10 reps/topic for 3 days, track deltas in your mistake log.",queue‑based drilling + delta tracking,"psat,math",W017 Transcript,2025-09-30T00:37:39.326436+00:00
S-JTBD-W017-PSAT-ANALYSIS-0002,JTBD-W017-PSAT-ANALYSIS,huda-2025,call,2023-11-06,How often should I full‑test?,Mini‑tests every 10 days; full test every 3 weeks. Always do a 30‑minute post‑mortem.,staggered assessments + post‑mortems,"cadence,assessment",W017 Transcript,2025-09-30T00:37:39.326444+00:00
S-JTBD-EXEC-PART1-B3-0001,JTBD-EXEC-PART1-B3,huda-2025,doc,2023-10-05,What qualifies as a demo?,"Anything externally viewable in 1–2 minutes: clip, post, draft, or README update.",proof‑not‑prose demoing,"demo,artifact",Execution Doc Part 1 (slice B3),2025-09-30T00:37:42.109896+00:00
S-JTBD-EXEC-PART1-B3-0002,JTBD-EXEC-PART1-B3,huda-2025,doc,2023-10-20,How do I log actions cleanly?,Use ‘who/what/when/status/proof link’. Close the loop with a short note on impact.,tight action schema,"register,logging",Execution Doc Part 1 (slice B3),2025-09-30T00:37:42.109907+00:00
S-JTBD-IMSG-PART1-B3-0001,JTBD-IMSG-PART1-B3,huda-2025,imessage,2023-10-02,Can you sanity‑check this email to a math teacher?,Use the 3‑line ask: context → specific ask → two time options. Paste your draft here.,micro‑template with options,"email,teacher",iMessage Part 1 (slice B3),2025-09-30T00:37:44.512076+00:00
S-JTBD-IMSG-PART1-B3-0002,JTBD-IMSG-PART1-B3,huda-2025,imessage,2023-10-16,Missed my morning block.,Rebook within 24h. Take a 10‑minute pattern warmup from your mistake log first.,24h rebook + warmup,"rebook,warmup",iMessage Part 1 (slice B3),2025-09-30T00:37:44.512086+00:00
S-JTBD-IMSG-PART1-B3-0003,JTBD-IMSG-PART1-B3,huda-2025,imessage,2023-11-05,Stuck choosing a NCWIT scene detail.,"Pick the smallest moment you can show. If it can’t be pictured in 2 lines, it’s too big.",scene constraint prompt,"ncwit,scene",iMessage Part 1 (slice B3),2025-09-30T00:37:44.512093+00:00
S-JTBD-W018-RESET-0001,JTBD-W018-RESET,huda-2025,call,2023-11-16,How do I keep moving without burning out during this crisis?,Cut scope to the bone: school + SAT vitals + one EC you love. Everything else pauses for two weeks.,scope freeze + minimum viable cadence,"burnout-avoidance,scope-freeze",W018 Transcript,2025-09-30T01:01:45.284460+00:00
S-JTBD-W018-RESET-0002,JTBD-W018-RESET,huda-2025,call,2023-11-16,How should I talk about this in apps?,"Name the constraint, show the adjustment you made, and point to the signal that still shipped.",challenge→adjustment→signal narrative,narrative,W018 Transcript,2025-09-30T01:01:45.284469+00:00
S-JTBD-W019-MATH-DEPTH-0001,JTBD-W019-MATH-DEPTH,huda-2025,call,2023-11-09,I keep missing linear equation items—what’s the fix?,"Build a mini‑drill set: 20 curated Qs with an error taxonomy; after each Q, write the miscue rule in your own words.",error taxonomy + micro-drill,"taxonomy,metacog",W019 Transcript,2025-09-30T01:01:48.518586+00:00
S-JTBD-W019-MATH-DEPTH-0002,JTBD-W019-MATH-DEPTH,huda-2025,call,2023-11-09,Which scholarships should I prioritize?,Filter by mission fit and proof you can show now. Pick 2 where your current artifacts speak loudest.,proof-first filtering,"scholarship,prioritization",W019 Transcript,2025-09-30T01:01:48.518594+00:00
S-JTBD-W020-BOA-KICKOFF-0001,JTBD-W020-BOA-KICKOFF,huda-2025,call,2023-11-10,What should my angle be for BoA?,Lead with ‘build for others’: specific moments from Empowering AI magazine and mentorship; show before→after impact.,scene-first impact storytelling,"story,impact",W020 Transcript,2025-09-30T01:01:50.921132+00:00
S-JTBD-W021-BOA-REFINE-0001,JTBD-W021-BOA-REFINE,huda-2025,call,2023-12-10,How do I juggle finals with apps?,"Use a low‑variance template: morning SAT 50–70m, school blocks, 1 BoA micro‑edit nightly.",capacity-first scheduling,"scheduling,finals",W021 Transcript,2025-09-30T01:01:53.347488+00:00
S-JTBD-W022-BOA-POLISH-0001,JTBD-W022-BOA-POLISH,huda-2025,call,2023-12-11,What does ‘proof‑over‑prose’ look like here?,"Link artifacts: published pieces, demo clip, and one teacher quote—each beats extra adjectives.",artifact-first polish,"artifact,polish",W022 Transcript,2025-09-30T01:01:55.804978+00:00
S-JTBD-W023-APUSH-BOA-0001,JTBD-W023-APUSH-BOA,huda-2025,call,2023-12-17,What’s left before BoA submission?,"Final proofread, link check, recommender pings, and a 30‑second spoken read for flow.",submission checklist,"submission,checklist",W023 Transcript,2025-09-30T01:01:58.162238+00:00
S-JTBD-EXEC-B4-0001,JTBD-EXEC-B4,huda-2025,doc,2023-12-01,—,Converted 17 loose notes into action items with owners and due dates.,actionization,ops,Execution Doc Part 1+2 (slice B4),2025-09-30T01:02:00.483206+00:00
S-JTBD-IMSG-B4-0001,JTBD-IMSG-B4,huda-2025,imessage,2023-12-02,Can you tweak this email to my recommender?,"Here’s a 5‑sentence template with deadline, link, and a gratitude line.",micro‑template,"email,recommenders",iMessage Part 1+2 (slice B4),2025-09-30T01:02:02.882196+00:00
S-JTBD-IMSG-B4-0002,JTBD-IMSG-B4,huda-2025,imessage,2023-12-15,Final polish for this BoA paragraph?,"Cut filler, add one metric, end with action you took. New version attached.",tightening,"polish,metrics",iMessage Part 1+2 (slice B4),2025-09-30T01:02:02.882210+00:00
S-JTBD-W024-COLLEGE-STRAT-0001,JTBD-W024-COLLEGE-STRAT,huda-2025,call,2024-01-06,How do I choose between CS and journalism programs?,Optimize for signal density: CS+media labs or journalism + data/AI tracks. Prefer programs offering both studio and reporting opportunities.,two-axis fit matrix (program signal × platform to ship),"program-fit,ship-platform",W024 Transcript (Part 2),2025-09-30T01:54:18.979609+00:00
